gauge_id,KGE
camels_01013500,[0.52393766]
camels_01022500,[0.50064395]
camels_01030500,[-1.04568393]
camels_01031500,[0.79656939]
camels_01047000,[0.91279749]
camels_01052500,[0.7485768]
camels_01054200,[0.69611616]
camels_01055000,[0.91364329]
camels_01057000,[0.88536333]
camels_01073000,[-1.53740249]
camels_01078000,[0.78820713]
camels_01118300,[0.6652691]
camels_01121000,[0.82926068]
camels_01123000,[0.90096053]
camels_01134500,[0.7275666]
camels_01137500,[0.78355644]
camels_01139000,[0.81234838]
camels_01139800,[0.83015421]
camels_01142500,[0.82899942]
camels_01144000,[0.83599803]
camels_01162500,[0.77746641]
camels_01169000,[0.80785122]
camels_01170100,[0.89538945]
camels_01181000,[0.83738601]
camels_01187300,[0.733752]
camels_01195100,[0.57993701]
camels_01333000,[0.38205733]
camels_01350000,[0.75588109]
camels_01350080,[0.75718211]
camels_01350140,[0.71824381]
camels_01365000,[0.78436042]
camels_01411300,[0.64980701]
camels_01413500,[0.86198809]
camels_01414500,[0.80483754]
camels_01415000,[0.78405697]
camels_01423000,[0.87269847]
camels_01434025,[0.74911738]
camels_01435000,[0.79844643]
camels_01439500,[0.86446663]
camels_01440000,[0.84576701]
camels_01440400,[0.79376544]
camels_01451800,[0.71154085]
camels_01466500,[0.15836166]
camels_01484100,[0.62291078]
camels_01485500,[0.55039274]
camels_01486000,[0.67234882]
camels_01487000,[0.7699232]
camels_01491000,[0.43618265]
camels_01510000,[0.77128516]
camels_01516500,[0.65542004]
camels_01518862,[0.73948633]
camels_01532000,[0.78151594]
camels_01539000,[0.78776274]
camels_01542810,[0.68629377]
camels_01543000,[0.8629796]
camels_01543500,[0.90338869]
camels_01544500,[0.81931015]
camels_01545600,[0.84078369]
camels_01547700,[0.7691791]
camels_01548500,[0.92862215]
camels_01549500,[0.77490563]
camels_01550000,[0.82328293]
camels_01552000,[0.88304034]
camels_01552500,[0.7321567]
camels_01557500,[0.80413503]
camels_01567500,[0.73325747]
camels_01568000,[0.7822013]
camels_01580000,[-0.75294713]
camels_01583500,[0.64470252]
camels_01586610,[0.56901531]
camels_01591400,[0.49419444]
camels_01594950,[0.66408983]
camels_01596500,[0.61507778]
camels_01605500,[0.65457295]
camels_01606500,[0.74456807]
camels_01613050,[0.7391367]
camels_01620500,[0.17151726]
camels_01632000,[0.488315]
camels_01632900,[0.79933699]
camels_01634500,[0.59282001]
camels_01638480,[0.47565401]
camels_01639500,[0.73747829]
camels_01644000,[0.72687299]
camels_01658500,[-0.11295227]
camels_01664000,[0.56671196]
camels_01666500,[0.52439121]
camels_01667500,[0.65070987]
camels_01669000,[0.58030154]
camels_01669520,[0.53306144]
camels_02011400,[0.82697693]
camels_02011460,[-0.92515235]
camels_02013000,[0.19980972]
camels_02014000,[0.70144974]
