gauge_id,KGE_similarity3,KGE_similarity5,KGE_similarity7,KGE_similarity10,KGE_similarity15,KGE_similarity20,KGE_similarity25,KGE_similarity30,KGE_similarity40,KGE_similarity50,KGE_similarity75,KGE_similarity100,KGE_similarity150,KGE_similarity200,KGE_similarity250,KGE_similarity300,KGE_similarity350,KGE_similarity400,KGE_similarity450,KGE_similarity500,KGE_similarity550,KGE_similarity600,gauge_lon,gauge_lat,max_KGE
camels_01013500,0.64374345,0.64172565,0.61909763,0.2035677,0.58000888,0.30322865,0.29918636,-0.31888064,0.27957118,0.32801068,0.47936212,0.40966481,0.38715262,0.42429978,0.48861084,0.51246113,0.39778555,0.41467778,0.28522473,0.42252124,-0.2946605,-0.46240846,-68.58264,47.23739,47.23739
camels_01022500,0.64135816,0.5051148,0.26435838,0.26323916,-0.07341561,-0.05532538,0.21517674,0.73837035,0.78174844,0.73777441,0.72577271,0.6542456,0.69477005,0.68447574,0.56900824,0.6035879,0.60224692,0.65769878,0.69278519,0.7095585,0.41961625,0.40378069,-67.93524,44.60797,44.60797
camels_01030500,0.42171839,0.51511726,0.4913148,-0.38487949,-0.27684479,-0.46645796,-0.24017521,-0.56242375,-0.92439475,-0.55765788,-0.5881717,0.32385452,0.3202187,0.13384351,0.16445486,-0.12334193,0.03526983,-0.05881235,-0.16093092,0.04003962,-0.0597626,-0.77402692,-68.30596,45.50097,45.50097
camels_01031500,0.81986956,0.79869931,0.81376263,0.82456911,0.8330708,0.83196917,0.85339594,0.84756717,0.78410368,0.8234082,0.79240568,0.73182522,0.74149495,0.76397484,0.75702175,0.75741943,0.76389163,0.78385447,0.78429036,0.78058073,0.78806649,0.77710495,-69.3147,45.17501,45.17501
camels_01047000,0.8964054,0.89171432,0.87660382,0.91798452,0.90801186,0.91105677,0.92512091,0.92021768,0.92101884,0.89923897,0.8962875,0.89995943,0.90449093,0.88116078,0.87810392,0.85648153,0.86513886,0.84847061,0.86977218,0.89955381,0.89799523,0.91068384,-69.9551,44.8692,44.8692
camels_01052500,0.75386945,0.76856334,0.70504491,0.73359992,0.74362744,0.74727969,0.75968803,0.76196935,0.73273593,0.76126129,0.76365387,0.75470002,0.73870982,0.7435379,0.63972722,0.65325419,0.66602323,0.69552021,0.69598979,0.73338793,0.72564793,0.74154742,-71.05749,44.87739,44.87739
camels_01054200,0.68290452,0.61976669,0.62982335,0.61296704,0.55780487,0.6664111,0.57943281,0.66376749,0.68184009,0.66436017,0.59539922,0.65768192,0.56056741,0.6589002,0.64546561,0.65980687,0.6373026,0.64132702,0.65438801,0.61836388,0.62260782,0.62448779,-70.97964,44.39044,44.39044
camels_01055000,0.83820108,0.91417584,0.8612097,0.88043274,0.87509257,0.86685496,0.8846578,0.89837851,0.89171138,0.87626428,0.7166872,0.23467692,0.66950607,0.68328924,0.84812272,0.74513954,0.76470356,0.79774688,0.77516271,0.79056662,0.81810887,0.78335588,-70.58878,44.64275,44.64275
camels_01057000,0.90460254,0.88636425,0.89553985,0.90172337,0.91974183,0.91068891,0.90573252,0.88373859,0.90423885,0.84662744,0.90110537,0.88716132,0.82292088,0.84678612,0.87694546,0.87751222,0.78747493,0.86219932,0.85658318,0.89135295,0.86000112,0.82394801,-70.53968,44.30399,44.30399
camels_01073000,-0.14237507,0.23793953,-0.63847816,-0.47514654,-0.72279561,-1.47729216,-1.54836335,-1.76052741,-0.61886622,-1.01503675,0.33644737,0.48846477,0.56461174,-0.24185574,0.44082778,0.02041682,-0.31737359,-0.04637575,-0.11814254,0.00199524,-0.27688067,-1.44249147,-70.96506,43.1487,43.1487
camels_01078000,0.89612089,0.90913696,0.91073631,0.88660284,0.89152812,0.88698148,0.88895589,0.89594734,0.80245956,0.76064699,0.71526249,0.6683819,0.80507468,0.76488054,0.768712,0.79286878,0.78551713,0.76188599,0.81014166,0.42855474,0.81593935,0.86524333,-71.74786,43.56646,43.56646
camels_01118300,0.67322921,0.56064111,0.61865071,0.65538563,0.59665487,0.63779292,0.25162731,0.36312806,0.30773793,0.39394501,0.34884815,0.46186063,0.47279448,0.51603548,0.54828161,0.50755591,0.47674738,0.55034243,0.50543019,0.35506729,0.47068285,0.50278684,-71.83424,41.47482,41.47482
camels_01121000,0.52634465,0.48836807,0.4991335,0.81732963,0.83770545,0.80701458,0.80495269,0.82664216,0.75965431,0.79734783,0.75472496,0.73708632,0.7214464,0.77798752,0.73034362,0.76187897,0.77297511,0.72799725,0.70789728,0.72572881,0.73560076,0.38425199,-72.16897,41.84371,41.84371
camels_01123000,0.92509448,0.85919288,0.82409993,0.86122167,0.41508614,0.7492432,0.8391768,0.87108583,0.86456778,0.9018333,0.8522903,0.85454803,0.79404952,0.82609348,0.86065357,0.83370765,0.83452734,0.80728472,0.87611621,0.90204761,0.76396063,0.14233398,-72.0523,41.67177,41.67177
camels_01134500,0.83781218,0.83261622,0.86741384,0.85029459,0.85612872,0.8575917,0.8540518,0.84959733,0.78500475,0.7571787,0.84276164,0.8445489,0.75923328,0.73666131,0.74178594,0.74487718,0.72428197,0.72268531,0.71946412,0.78684374,0.78707103,0.79201381,-71.83731,44.51172,44.51172
camels_01137500,0.7694828,0.7647158,0.75930757,0.75901645,0.76173574,0.79146356,0.79404891,0.82879123,0.80037713,0.81065896,0.82045713,0.83175945,0.83477027,0.82018349,0.82403525,0.84151067,0.84749546,0.84805458,0.82143718,0.82392351,0.81753839,0.81585501,-71.63036,44.26867,44.26867
camels_01139000,0.87200144,0.9005629,0.9023437,0.64230791,0.60055154,0.83325845,0.88593635,0.88320522,0.89139934,0.89762701,0.90141211,0.89658861,0.86815141,0.90513222,0.90475791,0.90535461,0.82406108,0.91361734,0.90456296,0.91722354,0.91245995,0.82289702,-72.06509,44.15034,44.15034
camels_01139800,0.79000979,0.58189706,0.76878954,0.77625689,0.74273799,0.74727448,0.76104757,0.74022051,0.73431224,0.69805919,0.75414148,0.7434125,0.75633261,0.76669284,0.75059431,0.6711394,0.62008771,0.2895747,0.43797107,0.42378995,0.64520034,0.0547508,-72.33565,44.09284,44.09284
camels_01142500,0.80974439,0.8298641,0.82705979,0.82915791,0.80841016,0.83230505,0.80206442,0.78590688,0.77132748,0.79614562,0.82461952,0.82493117,0.82384736,0.81854706,0.76330682,0.78553835,0.80488561,0.79968388,0.79477091,0.79677727,0.83164701,0.84072361,-72.65788,43.93451,43.93451
camels_01144000,0.90621635,0.91410952,0.77505807,0.77647212,0.77441201,0.73563765,0.77200821,0.79112641,0.76783099,0.7571114,0.77864822,0.75606935,0.77374993,0.79648404,0.76082318,0.70432378,0.7226905,0.72873641,0.69205486,0.70447065,0.6578276,0.64762701,-72.41815,43.71424,43.71424
camels_01162500,0.61428337,0.81985319,0.61355851,0.80396063,0.87534969,0.87277739,0.87424376,0.7450449,0.84115831,0.73072118,0.72604588,0.7435609,0.69554132,0.70284736,0.73681583,0.71432291,0.74101862,0.74185939,0.74295895,0.79575619,0.82043172,0.78649724,-72.11508,42.68259,42.68259
camels_01169000,0.77290647,0.78033529,0.81555186,0.76124458,0.74969486,0.75175419,0.75896904,0.77259925,0.76579819,0.80079704,0.77586728,0.78531018,0.78412366,0.77297479,0.78551424,0.78570041,0.79774523,0.78656637,0.7846796,0.7693024,0.77049832,0.75375748,-72.72509,42.63842,42.63842
camels_01170100,0.81492319,0.92802073,0.91309927,0.88553698,0.90185458,0.92510922,0.90969693,0.90993578,0.88580127,0.87260686,0.89853027,0.92588336,0.88518859,0.66194545,0.79000239,0.79014223,0.86546376,0.84611303,0.86216625,0.58480148,0.42617092,0.43741392,-72.67065,42.70342,42.70342
camels_01181000,0.82820127,0.83128116,0.84418937,0.81567306,0.82096981,0.81846442,0.82985499,0.83447861,0.81416105,0.80702937,0.8089165,0.80339868,0.81304701,0.81156522,0.79174637,0.80048233,0.78529852,0.80137981,0.77773438,0.82038665,0.82229542,0.80922647,-72.89565,42.23731,42.23731
camels_01187300,0.72653218,0.72403335,0.71324225,0.65431333,0.71588503,0.7441333,0.73920949,0.74527258,0.4571594,0.66891345,0.68159483,0.67271977,0.67490612,0.67662811,0.68483118,0.69905336,0.68866814,0.70254196,0.67725485,0.71428296,0.70399476,0.72082227,-72.93899,42.03732,42.03732
camels_01195100,0.61031906,0.56306918,0.62728395,0.59068283,0.69712473,0.55590131,0.62893804,0.62602702,0.59202902,0.50268171,0.37058636,0.31006103,0.59793657,0.62198038,0.65067484,0.64949624,0.67248937,0.66093318,0.67656788,0.58090289,0.59479162,0.55207247,-72.5312,41.30593,41.30593
camels_01333000,-0.04858239,0.12817039,0.06568362,0.00126992,0.32277487,-0.40609928,-0.77819314,-0.14137562,0.12757884,0.24913196,0.20874159,-0.27045154,0.07424146,0.35512917,0.37906767,0.43580801,0.41541263,0.37230047,0.2294348,0.44193555,0.35721471,0.7450383,-73.19677,42.70897,42.70897
camels_01350000,0.67234576,0.69783199,0.7494254,0.75353052,0.73334837,0.74214385,0.73587506,0.73823609,0.71024038,0.69084356,0.69055982,0.67261326,0.67968311,0.6748759,0.6905429,0.69220613,0.70199478,0.69606733,0.67930313,0.67702209,0.66875724,0.66996425,-74.43654,42.31953,42.31953
camels_01350080,0.81067521,0.66487831,0.69275707,0.78600233,0.81806553,0.80938849,0.76444996,0.84049412,0.79732905,0.75786967,0.7298519,0.7352468,0.72375553,0.70404651,0.74778669,0.77282063,0.76254611,0.76217349,0.7678494,0.77623957,0.77277732,0.77472742,-74.41292,42.37703,42.37703
camels_01350140,0.75310798,0.75389883,0.73996604,0.78187717,0.79838028,0.78721532,0.80289375,0.71589782,0.51318906,0.75046143,0.75037104,0.75248842,0.7037367,0.75266532,0.74883828,0.75415923,0.75813956,0.73729,0.7116259,0.74359409,0.74853632,0.72996771,-74.47293,42.42897,42.42897
camels_01365000,0.76043406,0.73553649,0.6215916,0.47127086,0.51684768,0.62572927,0.66876037,0.66430873,0.66371071,0.65001025,0.65856627,0.6830154,0.7074717,0.72754858,0.71561582,0.71890869,0.69222638,0.71370876,0.70889304,0.69538581,0.69239156,0.69439121,-74.4871,41.86648,41.86648
camels_01411300,0.65108827,0.67834862,0.66276623,0.63773328,0.63649705,0.60422369,0.61574823,0.62383044,0.63881468,0.63866581,0.64361265,0.68318526,0.69022253,0.70575106,0.69511163,0.70547365,0.71142217,0.70698665,0.67525299,0.60313682,0.71850186,0.34759962,-74.82056,39.30694,39.30694
camels_01413500,0.88156876,0.8813038,0.89726151,0.87360663,0.88606482,0.85501608,0.84567194,0.82466744,0.82859838,0.84950808,0.84569867,0.8202191,0.83555616,0.86115063,0.86370472,0.84262515,0.8237245,0.84660446,0.84078139,0.84630462,0.8340254,0.84933028,-74.65349,42.14481,42.14481
camels_01414500,0.78243112,0.66579299,0.69623522,0.73977331,0.70018958,0.75431089,0.77960595,0.77530576,0.76346435,0.76191326,0.74118538,0.7501111,0.76206655,0.76068505,0.75144228,0.72495575,0.72430368,0.72719362,0.73382279,0.72587511,0.73712701,0.72384633,-74.73043,42.1062,42.1062
camels_01415000,0.53456008,0.77652044,0.86959643,0.77787705,0.71844784,0.81234807,0.83621582,0.83898345,0.86449827,0.84665546,0.8278838,0.82730471,0.85076996,0.84548849,0.84703432,0.84587897,0.84039468,0.82986651,0.82673227,0.82472336,0.84643471,0.83903184,-74.81849,42.12009,42.12009
camels_01423000,0.82287822,0.83115989,0.85575503,0.79217879,0.77819121,0.81700929,0.83961165,0.81575029,0.84682088,0.80745983,0.82148493,0.8368029,0.79099539,0.82691444,0.83382778,0.83478269,0.84758784,0.84912843,0.84987576,0.834364,0.8284083,0.83691924,-75.13989,42.1662,42.1662
camels_01434025,0.7105403,0.73592916,0.71988522,0.69849223,0.74285143,0.72656234,0.67505822,0.70054271,0.6852218,0.69764958,0.68255407,0.68225782,0.700273,0.70160443,0.68804457,0.6760727,0.63519002,0.63894944,0.64456847,0.65959345,0.6677134,0.6764052,-74.50099,41.99537,41.99537
camels_01435000,0.69510551,0.67013438,0.73443368,0.79069851,0.7555056,0.75010902,0.76266005,0.75098574,0.73863105,0.71838809,0.73700127,0.73881994,0.77588062,0.74090443,0.71487347,0.72829643,0.7152183,0.71991714,0.72160178,0.72072609,0.71879202,0.703892,-74.58988,41.89009,41.89009
camels_01439500,0.77573229,0.79279991,0.80404019,0.55378095,0.76865123,0.76807851,0.77659906,0.70471254,0.73297316,0.75678903,0.75797276,0.7365543,0.71210777,0.71532417,0.67581942,0.6858885,0.68544311,0.71422577,0.71031856,0.72734427,0.70651649,0.71521018,-75.03767,41.08815,41.08815
camels_01440000,0.74721247,0.79268103,0.77574043,0.73650257,0.55446369,0.69090039,0.65316189,0.64768602,0.68604887,0.68667861,0.71643606,0.73220347,0.68343918,0.64949638,0.65001385,0.66977408,0.6231185,0.66854284,0.64487891,0.64094812,0.61104997,0.60547273,-74.95222,41.10667,41.10667
camels_01440400,0.73550736,0.66548896,0.62580868,0.59753709,0.62508297,0.67292226,0.69926081,0.72045019,0.75221414,0.73735649,0.75977906,0.7729628,0.74677305,0.7547427,0.74210208,0.75940951,0.75928749,0.74595803,0.76092844,0.76798499,0.75361814,0.73963213,-75.21462,41.08481,41.08481
camels_01451800,0.48661332,0.37411784,0.35829963,0.32516836,0.35166019,0.36941417,0.34134479,0.34038557,0.3416091,0.4676575,0.58532286,0.67890787,0.61243354,0.69213953,0.61986311,0.68636441,0.70780164,0.69635671,0.72743307,0.72313906,0.69536086,0.68733973,-75.62685,40.66176,40.66176
camels_01466500,-1.15214694,-0.72953564,-1.131734,-1.0114929,-1.13541999,-0.92641599,-0.43050875,-0.3437748,-0.3326647,-0.1063137,-0.14187189,0.00636813,-0.02257178,-0.38496945,-0.67386248,-0.73795451,-0.46035724,-0.61627943,-0.6381624,-0.68370766,-0.8433586,-1.62615883,-74.50528,39.885,39.885
camels_01484100,0.57650187,0.65170132,0.57862073,0.62069178,0.69176954,0.60167002,0.60145626,0.61225911,0.5989014,0.61954865,0.61604157,0.6708541,0.63457124,0.62235071,0.58525187,0.62568208,0.60092359,0.66842711,0.62763549,0.61397607,0.67954752,0.56852231,-75.51275,38.90578,38.90578
camels_01485500,0.54526103,0.41207841,0.41811788,0.51968214,0.48504928,0.46541381,0.46594393,0.4613018,0.47115037,0.4782978,0.48851098,0.4886242,0.42061887,0.48309936,0.432231,0.41858626,0.48186246,0.37039223,0.36761289,0.18459518,0.43154293,0.39298373,-75.47144,38.22892,38.22892
camels_01486000,0.73804056,0.71606761,0.70824136,0.66959397,0.62070865,0.62057743,0.60558143,0.61156591,0.57321829,0.57488207,0.59495908,0.59858524,0.60879065,0.59250529,0.65223181,0.65093987,0.63446254,0.6397483,0.65765325,0.65502628,0.59748603,0.62865692,-75.67139,38.21389,38.21389
camels_01487000,0.78839496,0.79044011,0.78859156,0.80516204,0.80238071,0.80652712,0.80258553,0.78990148,0.74376695,0.6480154,0.7686943,0.77447836,0.74237733,0.75553095,0.72680074,0.75589692,0.76742008,0.77111595,0.73898204,0.73660597,0.65272774,0.67140099,-75.56186,38.72833,38.72833
camels_01491000,0.43915612,0.39250922,0.43565126,0.41719059,0.41653809,0.42198394,0.40016271,0.44046841,0.43072509,0.41646965,0.38595523,0.43436684,0.42599918,0.44524152,0.40564361,0.4388783,0.43149987,0.43032799,0.41456979,0.42605869,0.43069766,0.45438566,-75.78581,38.99719,38.99719
camels_01510000,0.49929486,0.69980806,0.65238467,0.39746722,0.72509874,0.57472736,0.52214579,0.58302965,0.57807677,0.66414537,0.69443762,0.70975253,0.74063948,0.68583156,0.65233123,0.73333779,0.73555097,0.73261663,0.7241354,0.72952717,0.72246446,0.69932972,-75.89964,42.54118,42.54118
camels_01516500,0.6371067,0.63623593,0.70400785,0.70454293,0.71525662,0.74015914,0.73278873,0.72903092,0.71629934,0.69804788,0.68286785,0.65006722,0.66772773,0.65938086,0.6730612,0.66520195,0.65429754,0.66281234,0.65930571,0.64989106,0.65749954,0.65804877,-77.01469,41.79091,41.79091
camels_01518862,0.72337153,0.76773591,0.75213784,0.75863713,0.74515609,0.78025417,0.77114353,0.77099244,0.76807838,0.7682088,0.73782695,0.7310276,0.72959244,0.72616915,0.73350099,0.72319303,0.73121933,0.7390659,0.73237331,0.74112602,0.74810685,0.75178125,-77.53193,41.92313,41.92313
camels_01532000,0.71253648,0.77543328,0.68297314,0.66143551,0.72547173,0.71563999,0.76866008,0.7606613,0.77814161,0.76063544,0.74991745,0.73620277,0.70215679,0.67616901,0.70369762,0.70171593,0.67533671,0.63260418,0.6367556,0.63825088,0.62538717,0.67286185,-76.48467,41.70702,41.70702
camels_01539000,0.75897553,0.71132777,0.69547157,0.72290577,0.75021934,0.75761551,0.7290164,0.76625437,0.76462911,0.70227432,0.68898304,0.67058278,0.71381657,0.73454155,0.69160377,0.75555709,0.76014189,0.76928662,0.79870972,0.80503745,0.80640918,0.765837,-76.43106,41.07814,41.07814
camels_01542810,0.68545023,0.70315459,0.70886973,0.69491254,0.68692802,0.71691804,0.69891701,0.69440497,0.69791491,0.70524608,0.69946664,0.70873753,0.70827737,0.6755156,0.66964711,0.68503618,0.67914582,0.684889,0.691066,0.6818051,0.67477074,0.67629535,-78.29251,41.57895,41.57895
camels_01543000,0.79558135,0.80272229,0.77443582,0.79940433,0.84048458,0.82920261,0.82089592,0.84204724,0.82633868,0.79731798,0.80603732,0.80169509,0.81717358,0.79630453,0.80531436,0.78064321,0.79681847,0.79839091,0.79914849,0.80894708,0.80651849,0.80380291,-78.19695,41.4134,41.4134
camels_01543500,0.87294637,0.89609036,0.81717911,0.78205798,0.83926215,0.79466886,0.8164803,0.8621102,0.84988364,0.83292537,0.81781877,0.80323896,0.84016447,0.8545435,0.84541261,0.83869563,0.84656768,0.84080901,0.84299732,0.84416947,0.85223472,0.84227415,-78.10306,41.31728,41.31728
camels_01544500,0.82719661,0.81897021,0.79327951,0.73257968,0.68434469,0.7605369,0.80392229,0.80126794,0.78894736,0.78603691,0.73902761,0.73779903,0.71804502,0.71720852,0.70489574,0.70629888,0.70651268,0.74369977,0.76186217,0.75676496,0.75660371,0.7528425,-77.82582,41.4759,41.4759
camels_01545600,0.64298463,0.87518169,0.87456691,0.84593726,0.75841897,0.76102447,0.83431755,0.80760861,0.79284757,0.80525847,0.75311851,0.76494721,0.73175108,0.74416508,0.74764564,0.72910754,0.77780538,0.82383808,0.79601579,0.83590674,0.83603881,0.81943846,-77.69082,41.38951,41.38951
camels_01547700,0.76073268,0.71078039,0.73254143,0.6354822,0.65363022,0.69467285,0.64912269,0.68214406,0.6761931,0.72199096,0.68936104,0.69210738,0.77707847,0.76830175,0.77471155,0.76418895,0.74973963,0.76230415,0.77822172,0.76016806,0.77790066,0.7768343,-77.60583,41.05951,41.05951
camels_01548500,0.83097329,0.83376691,0.83267483,0.88018087,0.90460023,0.89500798,0.91297602,0.91823451,0.90047893,0.88913819,0.91311319,0.85515677,0.83304775,0.84631077,0.87235365,0.88402955,0.86542109,0.87026148,0.90010963,0.90319287,0.90496223,0.88616496,-77.44748,41.52174,41.52174
camels_01549500,0.75969408,0.72679019,0.7427863,0.75688495,0.70804406,0.68280733,0.73584963,0.73867742,0.78404609,0.7802422,0.8136432,0.74318068,0.73809458,0.73611407,0.73315307,0.70959752,0.72407639,0.76725666,0.74533201,0.77132911,0.76521213,0.7529552,-77.23081,41.47368,41.47368
camels_01550000,0.70427657,0.56703153,0.63618152,0.7579572,0.71276842,0.69428119,0.73267241,0.73091516,0.76696338,0.76948395,0.76212196,0.72953777,0.72714132,0.74142771,0.72932659,0.73761037,0.75882345,0.78845156,0.79100281,0.78376807,0.79824336,0.7829828,-77.03275,41.41841,41.41841
camels_01552000,0.82630418,0.7937678,0.78413324,0.85920402,0.84573166,0.78164219,0.84195822,0.83894685,0.85844769,0.86170914,0.84136406,0.82926151,0.8251215,0.81541379,0.82955499,0.84881438,0.83854287,0.85605706,0.86161317,0.86365115,0.86627243,0.872849,-76.91246,41.32508,41.32508
camels_01552500,0.7362101,0.73847601,0.76090256,0.75967792,0.72940577,0.66959925,0.70597271,0.71810228,0.72100284,0.72560248,0.66099543,0.66889986,0.68123339,0.73045527,0.70984864,0.74110585,0.74363481,0.74137461,0.73416553,0.73281679,0.74969713,0.75145286,-76.53467,41.35702,41.35702
camels_01557500,0.81595822,0.82244939,0.82223547,0.7588164,0.78086678,0.75799562,0.70415375,0.6625065,0.66221575,0.6897575,0.72856869,0.70951383,0.69489092,0.68688832,0.66747259,0.68726575,0.76935632,0.71994486,0.71212762,0.76614063,0.77429023,0.78778479,-78.23362,40.68367,40.68367
camels_01567500,0.75111645,0.72798295,0.72512043,0.73258793,0.75517106,0.75681313,0.74785727,0.74179297,0.72114241,0.69854987,0.7123319,0.69966385,0.68719752,0.68047079,0.69591284,0.71217528,0.69439706,0.68090541,0.68404834,0.68292924,0.69657914,0.71614743,-77.40221,40.37092,40.37092
camels_01568000,0.72866535,0.76303805,0.73919656,0.63070439,0.67519868,0.65128592,0.59230772,0.62973964,0.61436564,0.58831839,0.60831964,0.61072918,0.58725817,0.59626971,0.60430557,0.63970206,0.62763556,0.61968944,0.62097907,0.61384474,0.61049719,0.63065614,-77.16887,40.32342,40.32342
camels_01580000,0.7277024,0.70662825,0.77489716,0.7891314,0.67946588,0.72348667,0.72529716,0.73683186,0.75966777,0.77202392,0.77922672,0.77305061,0.775163,0.78355088,0.7933382,0.78009947,0.78728963,0.78006521,0.4145484,0.74552859,0.75096871,0.7295357,-76.40331,39.62997,39.62997
camels_01583500,0.63392468,0.5319959,0.58245887,0.51043784,0.52508079,0.58503277,0.61643698,0.68742113,0.66065417,0.63928049,0.60845484,0.60944215,0.57263005,0.56325094,0.58783899,0.54115097,0.53752185,0.52177106,0.54314041,0.47362862,0.54906297,0.46876043,-76.6765,39.51078,39.51078
camels_01586610,0.30832159,0.44985537,0.45816331,0.48731538,0.50447028,0.51854294,0.5063732,0.54387673,0.51654318,0.5876542,0.63750854,0.62283929,0.62225342,0.65025136,0.62775453,0.66692843,0.68203714,0.64013613,0.64668264,0.66411669,0.64300203,0.60764465,-76.95531,39.45189,39.45189
camels_01591400,0.54081214,0.43291884,0.35060539,0.57135759,0.34743235,0.02878861,0.20076567,0.2457081,0.50197029,0.5229416,0.38595594,0.06356826,0.45773042,0.46246604,0.52072229,0.41422022,0.43745789,0.37163509,0.41551408,0.4510789,0.4064445,0.4087919,-77.05106,39.25597,39.25597
camels_01594950,0.57562818,0.58636696,0.58221798,0.64608145,0.65919528,0.68054018,0.67691277,0.80298866,0.77781736,0.76944096,0.76239973,0.74444992,0.75273018,0.75591858,0.75103871,0.74584491,0.74561482,0.74804489,0.73283336,0.73405747,0.76138649,0.76463262,-79.39031,39.27669,39.27669
camels_01596500,0.56389204,0.56234708,0.59327732,0.65668803,0.6331581,0.62828203,0.63803617,0.66710163,0.66803371,0.67188541,0.67635799,0.69174802,0.64642135,0.65627852,0.64081253,0.62040942,0.63217546,0.62548155,0.64086279,0.65673104,0.65179722,0.64145768,-79.10194,39.57006,39.57006
camels_01605500,0.4013047,0.61066003,0.53587942,0.60539239,0.59592886,0.59017887,0.67962065,0.66382558,0.707474,0.69978424,0.70461585,0.74103332,0.7388939,0.53862565,0.61501601,0.58860572,0.55959181,0.59163474,0.58025752,0.52598288,0.57777521,0.58749524,-79.33782,38.63567,38.63567
camels_01606500,0.73810592,0.7257781,0.55829642,0.55915517,0.60906987,0.6488644,0.64371695,0.58550209,0.65633574,0.60848006,0.53398024,0.57940449,0.74658768,0.74386797,0.74843879,0.72995959,0.68653308,0.66878127,0.66294238,0.6426276,0.64485247,0.64372857,-79.17587,38.99122,38.99122
camels_01613050,0.69779659,0.73145241,0.71235862,0.70654994,0.74317427,0.71120428,0.66054098,0.64585712,0.63711515,0.64657711,0.57396861,0.59991227,0.65183243,0.64684475,0.63732151,0.65479251,0.59600275,0.61533425,0.59680755,0.65025597,0.62647339,0.59639235,-78.13223,39.89842,39.89842
camels_01620500,0.04147501,0.28515721,0.34022135,0.33842177,0.30252272,0.2417749,0.25173598,0.23047914,0.32254438,0.37156676,0.24499775,0.25198861,0.26945221,0.31682997,0.28729682,0.29033845,0.28687216,0.29713131,0.27618361,0.3009925,0.2687188,0.27556153,-79.24004,38.33763,38.33763
camels_01632000,0.30831296,0.35100249,0.43860381,0.45163855,0.57539707,0.56324123,0.58736121,0.59637275,0.60039396,0.55343141,0.55591354,0.61990301,0.60612647,0.58117564,0.57472858,0.58432253,0.48852567,0.59682311,0.58574827,0.58079935,0.59747286,0.60620101,-78.8528,38.63706,38.63706
camels_01632900,0.62402319,0.69640642,0.6775119,0.58341794,0.70515299,0.73807466,0.72311768,0.76359054,0.73269806,0.71754159,0.69691089,0.73769541,0.62124971,0.72934196,0.77243711,0.76121228,0.70173379,0.47362315,0.66284116,0.54697979,0.6176224,0.63586341,-78.64279,38.69345,38.69345
camels_01634500,0.5242266,0.54871869,0.47979078,0.50363888,0.61955252,0.59162623,0.60294551,0.60535195,0.6072977,0.57422011,0.56121627,0.58003635,0.60465462,0.55310497,0.58499779,0.58696049,0.58982248,0.59226697,0.61403871,0.60751273,0.58445142,0.56784085,-78.32945,39.08122,39.08122
camels_01638480,0.30076543,0.29623006,0.21508324,0.37503415,0.46889397,0.65740454,0.50970763,0.52091556,0.54407294,0.55992902,0.53919762,0.48438143,0.54036103,0.58080375,0.57900136,0.58480067,0.56057383,0.51292756,0.53808382,0.5344699,0.53049818,0.50712705,-77.57638,39.25455,39.25455
camels_01639500,0.11993833,0.11075692,0.07820244,0.60799648,0.74177841,0.56177518,0.74282828,0.67959082,0.6951422,0.72753165,0.74200059,0.56161747,0.43229206,0.51829133,0.52195414,0.58418399,0.62156114,0.57311442,0.63402804,0.63190149,0.55678942,0.64329129,-77.23744,39.61236,39.61236
camels_01644000,-0.13465101,0.36720036,0.25274672,0.3533123,0.396571,0.44248309,0.40224357,0.45677762,0.74894346,0.772667,0.75544586,0.7503629,0.74255652,0.71969741,0.70512633,0.7214214,0.71620816,0.70109648,0.71012573,0.73509756,0.73810793,0.72537658,-77.57749,39.01955,39.01955
camels_01658500,0.55779833,0.57205983,0.59627539,0.62426316,0.64263499,0.60152718,0.62953102,0.62146881,0.61060186,0.58925733,0.58766076,0.54238912,0.56078692,0.54947,0.56568065,0.54615675,0.5219113,0.53424562,0.50252652,0.55436763,0.57334701,0.54054899,-77.4286,38.58734,38.58734
camels_01664000,0.31713766,0.39832483,0.38564385,0.50603558,0.56114218,0.56093509,0.55688065,0.5696191,0.63940439,0.57035916,0.6558198,0.60889628,0.56184438,0.53852584,0.53759244,0.53166105,0.60079403,0.52591783,0.55323313,0.51666832,0.49530616,0.49926825,-77.8136,38.53068,38.53068
camels_01666500,0.43964201,0.55361694,0.56300643,0.76200944,0.66599355,0.70815071,0.68473579,0.67142272,0.66186298,0.67776505,0.67727348,0.69383258,0.68544043,0.67991742,0.72592181,0.6856697,0.65483388,0.66410848,0.68284128,0.70127048,0.70428095,0.68378144,-78.09556,38.32513,38.32513
camels_01667500,0.57847871,0.65052913,0.52572251,0.66284883,0.67110789,0.44177165,0.58029401,0.65875455,0.65365889,0.64701365,0.61933911,0.65704117,0.66536199,0.71179149,0.7087312,0.65714728,0.64737486,0.66723259,0.68285624,0.67724557,0.69896734,0.68231296,-77.975,38.35041,38.35041
camels_01669000,0.37370719,0.43792531,0.45645145,0.43670255,0.46731881,0.48629087,0.5280374,0.50741378,0.54949854,0.53633471,0.54417778,0.50454512,0.50296801,0.32928821,0.48808215,0.50862091,0.54603029,0.572717,0.5436384,0.56539274,0.58601818,0.55710792,-76.90052,37.87708,37.87708
