gauge_id,KGE_similarity3,KGE_similarity5,KGE_similarity7,KGE_similarity10,KGE_similarity15,KGE_similarity20,KGE_similarity25,KGE_similarity30,KGE_similarity40,KGE_similarity50,KGE_similarity75,KGE_similarity100,KGE_similarity150,KGE_similarity200,KGE_similarity250,KGE_similarity300,KGE_similarity350,KGE_similarity400,KGE_similarity450,KGE_similarity500,KGE_similarity550,KGE_similarity600,gauge_lon,gauge_lat,max_KGE
camels_02342933,0.2686717,0.31513406,0.27225296,0.26867366,0.31059929,0.40059757,0.39584221,0.40469578,0.43218472,0.44432153,0.43310906,0.4066417,0.42802616,0.47495083,0.46039811,0.48119818,0.4867844,0.49641156,0.46845576,0.46382886,0.48963898,0.48008291,-85.29577,32.01766,32.01766
camels_02349900,0.03681482,0.1462632,0.19353302,0.32000485,0.41775826,0.41029321,0.44460281,0.49957075,0.52156518,0.45981834,0.4053225,0.50679759,0.56489676,0.56340964,0.50136823,0.55417016,0.55896722,0.54860057,0.5191091,0.49482886,0.54864905,0.56009669,-83.90222,32.19556,32.19556
camels_02350900,0.67321046,0.58720892,0.65410144,0.62964197,0.63166781,0.66990365,0.64865601,0.61539584,0.69472493,0.5537799,0.62521758,0.67952059,0.71479624,0.65989857,0.70725569,0.52624143,0.60214251,0.4800224,0.50197533,0.40529741,0.57179315,0.64651449,-84.25333,31.76444,31.76444
camels_02361000,0.29820903,0.34443531,0.34500428,0.31671996,0.2528819,0.17756723,0.04088224,0.02889749,0.15959953,0.198282,0.45183375,0.49396119,0.50785409,0.4812812,0.46336288,0.49082316,0.47442315,0.49788159,0.49396983,0.51058993,0.51695885,0.54703412,-85.61049,31.34295,31.34295
camels_02363000,0.54108189,0.47099554,0.51906616,0.56657266,0.5281477,0.44629538,0.50097885,0.51834316,0.52454036,0.50597122,0.4547047,0.43486294,0.39742067,0.42024295,0.4334596,0.36644525,0.36849372,0.35091293,0.3906803,0.39111041,0.3954632,0.41536945,-85.783,31.59489,31.59489
camels_02369800,0.54096062,0.45248786,-0.20017508,0.42231394,0.50099507,0.49433983,0.51152856,0.48536538,0.51050739,0.54225469,0.45509132,0.4781384,0.47652813,0.42157321,0.36237423,0.4202463,0.39222351,0.40689146,0.46558835,0.43548395,0.37840729,0.44853186,-86.70996,31.02768,31.02768
camels_02371500,0.49619922,0.56173562,0.56164837,0.5718986,0.60596303,0.55263002,0.58280146,0.53454273,0.53620255,0.50948573,0.51804987,0.46213333,0.4632046,0.54372504,0.52769056,0.5453134,0.49433375,0.54349482,0.55204092,0.53579294,0.41628072,0.51042574,-86.25162,31.5735,31.5735
camels_02372250,0.20434449,-0.61582978,0.33872419,0.451538,0.43446522,0.48540624,0.4750676,0.46108218,0.40649031,0.41543033,0.40114407,0.42190746,0.2174064,0.33388127,0.39494705,0.41691758,0.41949908,0.38616963,0.20149173,0.05506721,0.34539638,0.25306182,-86.40552,31.59627,31.59627
camels_02374500,0.58617727,0.65342389,0.58179445,0.53463277,0.52760252,0.60134124,0.5844103,0.58904899,0.69780586,0.72508541,0.69515257,0.68791983,0.73348307,0.76009536,0.75364241,0.78052329,0.77340726,0.7371044,0.74528858,0.7452311,0.72808288,0.72936469,-86.98664,31.4185,31.4185
camels_02381600,0.53320987,0.6044634,0.62111871,0.61386101,0.58447428,0.40968612,0.29624058,0.36479053,0.06178012,0.26628671,0.02228814,0.39888462,0.42382708,0.35939199,0.4558133,0.40031132,0.40730933,0.32523809,0.3286784,0.30619742,0.36486423,0.37752945,-84.46882,34.57037,34.57037
camels_02384540,0.43490183,0.40402925,0.40940785,0.40892957,0.45072094,0.40926333,0.42490858,0.43209865,0.44310166,0.41558988,0.44003802,0.4358895,0.45216191,0.4052965,0.45485329,0.46399771,0.46438293,0.46956038,0.4704562,0.50093237,0.45738165,0.45603059,-84.72133,34.87202,34.87202
camels_02395120,0.59945436,0.59314859,0.53441465,0.59817901,0.55765217,0.55262951,0.58773168,0.58829074,0.510731,0.52241275,0.61359946,0.5896153,0.51347268,0.38986254,0.46123686,0.47910413,0.48583319,0.47611106,0.48837378,0.45541457,0.37884205,0.40249878,-84.88972,34.24278,34.24278
camels_02408540,0.66364483,0.68636288,0.7108012,0.61190355,0.43205666,0.43639806,0.49590415,0.49482761,0.39853251,0.46802925,0.5144335,0.52966238,0.55433757,0.57836905,0.59210869,0.55013149,0.50799984,0.49237253,0.522462,0.57654831,0.5443436,0.5214006,-86.27025,32.91679,32.91679
camels_02415000,0.43073468,0.42620849,0.52307423,0.53080654,0.52535262,0.48327291,0.46907726,0.4164705,0.43628557,0.4149834,0.35987996,0.35046016,0.31697597,0.34178254,0.34559951,0.34273212,0.3379795,0.3131113,0.32981128,0.31999369,0.34798181,0.33154905,-85.87913,33.06679,33.06679
camels_02422500,0.50012968,0.5610811,0.536943,0.54278061,0.56397968,0.67707558,0.66703261,0.66096936,0.67730502,0.54670077,0.60890048,0.60329737,0.57892964,0.56613198,0.48890486,0.44547063,0.5241001,0.64743605,0.64179705,0.64739614,0.61073441,0.63984774,-86.9036,32.58291,32.58291
camels_02427250,0.4471778,0.44295155,0.45329691,0.49153422,0.44422353,0.38984636,0.51374913,0.49742456,0.50488276,0.47396697,0.51572477,0.49551875,0.54964681,0.50746521,0.49976549,0.51413197,0.53718559,0.49474944,0.50433376,0.49818994,0.47951614,0.50002372,-87.06832,31.99626,31.99626
camels_02430085,0.69623232,0.70276433,0.70534328,0.71622434,0.73229422,0.73775904,0.76082805,0.77034704,0.75522137,0.7516114,0.74244875,0.75907062,0.75871892,0.74450509,0.73935798,0.73893044,0.7453773,0.73448866,0.74366321,0.74029827,0.72728708,0.73409803,-88.28361,34.46667,34.46667
camels_02430615,0.56234682,0.42293751,0.38192764,-0.13785292,0.26642679,0.33736941,0.68341054,0.68410459,0.7528963,0.74356485,0.75953147,0.77832314,0.74205542,0.77108354,0.75857497,0.7693284,0.77460792,0.76719707,0.75579715,0.75380973,0.76286892,0.74825191,-88.355,34.3925,34.3925
camels_02450250,0.27801564,0.37403027,0.43883611,0.45307239,0.36822809,0.39068614,0.460556,0.48384611,0.46346414,0.47555676,0.51571038,0.47377044,0.5086756,0.50884235,0.51220252,0.54409353,0.53546347,0.54194048,0.51227921,0.49154612,0.495053,0.50771837,-87.39891,34.28538,34.28538
camels_02464000,0.52853079,0.4601406,0.51071437,0.54372305,0.48644611,0.62667314,0.57083157,0.56807492,0.56688801,0.55807693,0.55581121,0.56454099,0.56201755,0.56035592,0.56758264,0.57947222,0.56746232,0.57917019,0.58534777,0.60038165,0.56831244,0.58423873,-87.59723,33.47928,33.47928
camels_02464146,0.19326173,0.2691567,0.68870481,0.69003315,0.68994612,0.61237775,0.62951868,0.59833455,0.64590473,0.64464646,0.68547934,0.70353667,0.70484085,0.68225483,0.69078651,0.72347397,0.72679257,0.69831937,0.68817458,0.58210356,0.60382596,0.64198035,-87.51056,33.41345,33.41345
camels_02464360,0.58746197,0.54778504,0.50540563,0.75283859,0.73142856,0.6376901,0.52623975,0.60401237,0.65689502,0.71945071,0.60513379,0.73679285,0.76757736,0.74603236,0.73231267,0.73127623,0.7526361,0.74120693,0.74539139,0.75242259,0.75600041,0.76978321,-87.64251,33.42484,33.42484
camels_02465493,0.51249486,0.50559306,0.55441513,0.49446075,0.56467094,0.62037978,0.56242879,0.60098983,0.5355727,0.58120142,0.60387995,0.59829595,0.59773809,0.60970731,0.64787231,0.6009926,0.55077124,0.58550798,0.58736191,0.63285234,0.61681022,0.62513795,-87.62223,32.99735,32.99735
camels_02469800,0.46469701,0.52649036,0.50841308,0.47584923,0.47391603,0.50080468,0.40190004,0.43127337,0.43489022,0.49852927,0.48599971,0.5422858,0.5202825,0.04630294,-0.05457625,0.16642562,0.39515528,0.2975284,0.4204118,0.11404133,0.16832916,0.25011714,-88.02251,31.74432,31.74432
camels_02472000,-0.69172677,-2.65624983,-0.44870157,-0.75205347,-1.19395039,0.09653879,-0.25676229,0.34380751,0.24052919,0.27812603,0.24435712,0.43664608,0.34888109,0.42107893,0.46586091,0.47779565,0.46768741,0.46345081,0.48332227,0.44169742,0.32622894,0.25814342,-89.40694,31.70694,31.70694
camels_02472500,0.44619246,0.41357844,0.43613496,0.44843402,0.53249331,0.29727972,0.43114293,0.39858334,0.40253939,0.42116189,0.40538651,0.48105081,0.44013155,0.43719577,0.43822329,0.46930723,0.50136578,0.53525136,0.49572293,0.4618471,0.49796752,0.48595418,-89.41472,31.42583,31.42583
camels_02479155,-0.09056711,0.39300938,0.39929055,0.37209238,0.32520968,0.48955598,0.4649268,0.48663262,0.54466453,0.52743607,0.53992011,0.4802957,0.45196762,0.36750115,0.4237723,0.45634548,0.45702835,0.44082476,0.36495647,0.3885645,0.39410409,0.36828058,-89.01667,31.02528,31.02528
camels_02479300,0.66608514,0.61768586,0.63138552,0.65499225,0.68074033,0.64002328,0.6132586,0.60353163,0.63624126,0.66394375,0.61748498,0.32383701,0.64105143,0.61985198,0.61191442,0.63406208,0.61803481,0.60645999,0.5875026,0.58276853,0.54981284,0.56227589,-88.78111,30.73611,30.73611
camels_02479560,-0.19119652,-0.18100008,-0.12529069,0.38099834,0.40681673,0.42609128,0.43797547,0.46197162,0.4420377,0.43244683,0.41855336,0.3481817,0.33606069,0.35372933,0.33975023,0.33560032,0.28135558,0.28290803,0.27872203,0.21796626,0.23340237,0.25328113,-88.45863,30.80908,30.80908
camels_02481000,0.299607,0.24068995,0.33930302,0.41705576,0.52737751,0.55111907,0.50326236,0.54865277,0.52225596,0.50304429,0.49961047,0.48839088,0.43625344,0.42146354,0.43257513,0.45650231,0.44971715,0.45945681,0.44821644,0.45457583,0.44737547,0.46574183,-89.12194,30.55861,30.55861
camels_02481510,0.0525824,0.49474719,0.4530943,0.46453932,0.55280303,0.50336477,0.47683288,0.60385515,0.61460967,0.61797165,0.61660877,0.62565455,0.51979293,0.46965624,0.48001155,0.53325086,0.5083168,0.52006233,0.51426604,0.53229345,0.53194559,0.51942031,-89.27444,30.48361,30.48361
camels_03010655,0.79289937,0.78218946,0.78996512,0.75831505,0.76456496,0.81275303,0.84846584,0.80571111,0.82666595,0.80101857,0.79564255,0.80656737,0.80813022,0.79961363,0.78059945,0.77612128,0.77678939,0.77886528,0.79365583,0.78160976,0.77610311,0.77902884,-78.19807,41.96173,41.96173
camels_03011800,0.70147728,0.83430052,0.82820615,0.82358566,0.78296145,0.8004047,0.82609237,0.83071963,0.83217439,0.83839328,0.82140565,0.81930778,0.8248956,0.8257299,0.82844738,0.83855663,0.8282355,0.8221437,0.81727246,0.82517132,0.81864049,0.81605719,-78.71864,41.76645,41.76645
camels_03015500,0.79562052,0.81161872,0.7876343,0.7485642,0.78058241,0.7672688,0.76188114,0.75641466,0.75317884,0.74148246,0.75839814,0.73920581,0.71871069,0.69284061,0.70702607,0.70877838,0.70133529,0.67772741,0.71489771,0.73076754,0.71919044,0.71730918,-79.31727,41.85256,41.85256
camels_03021350,0.67085652,0.64836369,0.65568977,0.65152234,0.65993422,0.62075359,0.63850832,0.65330931,0.65256425,0.65568523,0.67669393,0.67687893,0.67329806,0.65511507,0.65185717,0.663697,0.64429649,0.61346729,0.66333172,0.68427929,0.66875166,0.67668321,-79.78255,42.01533,42.01533
camels_03026500,0.68835932,0.71524122,0.71690585,0.71125884,0.68271129,0.69490732,0.69834346,0.71970113,0.71318928,0.73007247,0.74251542,0.71780645,0.7259153,0.73222367,0.70698738,0.71517962,0.72971727,0.7217245,0.71764315,0.71259428,0.71920413,0.7232793,-78.57669,41.63117,41.63117
camels_03028000,0.7670669,0.77377991,0.76561225,0.74326682,0.7299193,0.68112054,0.69584384,0.69457121,0.72605741,0.75886757,0.734929,0.74138993,0.73331931,0.74168931,0.74823949,0.74896052,0.74030509,0.74994482,0.73910971,0.73842435,0.74142536,0.74914429,-78.69225,41.57534,41.57534
camels_03049000,-4.52746037,-3.51835891,-3.26166772,-3.18110601,-3.81272104,-5.31428342,-4.95250524,-2.06402468,-1.34393749,-1.3337186,-1.29961195,-2.82457285,0.45314112,0.44035933,0.38919741,0.23471332,0.32752338,-0.89658369,-0.38352329,0.02121223,0.49085154,0.20636963,-79.69949,40.7159,40.7159
camels_03049800,0.01050763,-0.55525007,-0.57451518,-1.35774247,-1.57813329,-0.65027015,-1.31892215,-0.65073571,-2.02631082,-1.20331127,-2.41033912,-2.53242822,-0.79111028,-0.41577023,-0.3105799,0.08862599,0.06389668,0.05512086,0.10314173,0.04765717,0.13425745,0.1559928,-79.93811,40.52035,40.52035
camels_03050000,0.39254333,0.4722825,0.44721281,0.60014988,0.12780249,0.33138507,0.61317761,0.60978033,0.59665979,0.59136982,0.56507015,0.50504805,0.33279121,0.57396892,0.53954898,0.23609582,0.44545532,0.55893677,0.5406999,0.5608476,0.55192958,0.04802565,-79.88173,38.80927,38.80927
camels_03066000,0.34469624,0.41431451,0.41158378,0.43867815,0.41377046,0.46344561,0.45753764,0.47743236,0.4948438,0.50579597,0.50270186,0.48680174,0.46219988,0.49508335,0.49939511,0.48567721,0.51448078,0.51489068,0.50979969,0.5278711,0.5235107,0.52014485,-79.46838,39.12705,39.12705
camels_03069500,0.35299884,0.4246067,0.44351437,0.52203584,0.52587567,0.60577053,0.6033409,0.65482123,0.67414007,0.50346412,0.63114529,0.65229559,0.63734458,0.64500065,0.65161962,0.65062851,0.66019353,0.67201478,0.66114523,0.65921158,0.65495983,0.64425011,-79.68117,39.12288,39.12288
camels_03070500,0.41548569,0.46425821,0.40384506,0.52214599,0.4589055,0.37065876,0.36607768,0.34109705,0.38459385,0.57200492,0.62016,0.59238853,0.54802299,0.57726125,0.54449725,0.61068797,0.64466378,0.6311984,0.63471618,0.62081785,0.57848577,0.61070026,-79.70477,39.61564,39.61564
camels_03076600,0.723573,0.72277125,0.71807661,0.61765946,0.76506285,0.7759735,0.76429449,0.74317721,0.70239792,0.71443049,0.74097977,0.76039455,0.74529049,0.75534821,0.74402436,0.75585585,0.75304971,0.74973461,0.75838122,0.74526328,0.74535605,0.74105296,-79.39411,39.65614,39.65614
camels_03078000,0.70098537,0.71999517,0.47885426,0.73928285,0.75147352,0.76550248,0.7276713,0.7353937,0.75471767,0.77272516,0.78758488,0.77455531,0.76049903,0.7369011,0.74509786,0.77490309,0.74312501,0.74146653,0.75100127,0.73873908,0.74722888,0.75173113,-79.13639,39.70219,39.70219
camels_03140000,0.53687072,0.47959744,0.56058717,0.46918082,0.61307178,0.60646854,0.5819396,0.57028727,0.59356737,0.56008132,0.57438925,0.57282731,0.61587486,0.62530278,0.61443797,0.60361858,0.62102816,0.62621998,0.62832284,0.6193322,0.60898886,0.61398076,-81.86236,40.36285,40.36285
camels_03144000,0.58707182,0.62226535,0.63320588,0.6290777,0.66106651,0.67117049,0.66488539,0.66665071,0.68081488,0.65501221,0.66415032,0.6266155,0.63184076,0.63141316,0.64306613,0.64220042,0.65358211,0.65403256,0.65581119,0.66171147,0.65339447,0.65578543,-82.14792,40.13257,40.13257
camels_03159540,0.50278536,0.56592271,0.49984951,0.51189968,0.54467397,0.56038523,0.52877939,0.54018518,0.56156594,0.57793979,0.58126393,0.56723931,0.54817259,0.57134288,0.56049385,0.57757419,0.59151471,0.61165307,0.59832069,0.59336881,0.59331598,0.60489262,-81.8818,39.06369,39.06369
camels_03161000,0.68629021,0.68224308,0.70800812,0.52572186,0.69518846,0.83004964,0.7554665,0.79749777,0.80774943,0.80002309,0.82702309,0.82211487,0.78593138,0.75148973,0.75852932,0.74470632,0.76755893,0.76831005,0.76936595,0.74742654,0.72491654,0.74675961,-81.40694,36.39333,36.39333
camels_03164000,-1.62168352,-0.5516682,-0.12444726,-0.76173704,-1.17619336,-1.31557004,-0.76409748,-0.16776203,-0.08028939,0.23076352,0.37052824,0.32743565,0.25285999,0.03435901,0.52164833,0.53089284,0.64657985,0.62608084,0.52246656,0.60339436,0.63208371,0.63214378,-80.97897,36.64735,36.64735
camels_03165000,0.70934202,0.69479063,0.69654352,0.52430232,0.61668509,0.62234472,0.5904802,0.5923717,0.63424216,0.61994058,0.63511314,0.6273676,0.614466,0.62112,0.6166743,0.6201783,0.62600694,0.64415084,0.64341748,0.63402821,0.6194917,0.619632,-80.91924,36.64596,36.64596
camels_03170000,0.76303925,0.74361078,0.30855398,0.46840854,0.43671103,0.38589579,0.31198713,0.08278688,0.42162689,0.51687276,0.70466863,0.64713646,0.50809649,0.59107252,0.6454959,0.65016263,0.63539048,0.62198562,0.59426935,0.53515696,0.47447733,0.54639187,-80.55672,37.03763,37.03763
camels_03173000,0.69306776,0.47294062,0.47317805,0.43351367,0.62668402,0.62715146,0.60215058,0.64502363,0.53181971,0.68457927,0.69084033,0.70517687,0.7190089,0.69636779,0.6932407,0.6991142,0.69552961,0.68329131,0.67464677,0.68192016,0.6801623,0.67439341,-80.70951,37.26818,37.26818
camels_03180500,0.65347144,0.63581153,0.65661095,0.66865858,0.65716082,0.65774847,0.64101468,0.62742836,0.63015712,0.61649578,0.7400355,0.69390101,0.69263082,0.69753168,0.70067206,0.69929872,0.68861099,0.70160319,0.70161212,0.69451517,0.69365247,0.70192413,-79.83312,38.54373,38.54373
camels_03182500,-2.17800258,-2.04279886,-3.28956476,-1.95802597,-1.5784835,-2.05121197,-1.76929725,-1.82649793,-1.88624834,-1.72735862,0.12224978,0.14858007,0.36708845,0.24596472,0.42289285,0.46994748,0.35907895,0.47804084,0.47647309,0.49990539,0.45779783,0.49160597,-80.13062,38.18595,38.18595
camels_03186500,0.31795022,0.30971477,0.26585063,0.25025208,0.22115658,0.23742169,0.21335122,0.20720684,-0.04598041,-0.03075498,0.49028774,0.67722532,0.66534276,0.69171076,0.70240079,0.7117203,0.69961394,0.68093042,0.68880275,0.65102865,0.63659334,0.65154948,-80.48397,38.379,38.379
camels_03187500,0.52958508,0.52588974,0.55168935,0.56101033,0.57359882,0.56977699,0.5831977,0.59857136,0.60600656,0.57643279,0.57329801,0.60813987,0.65533531,0.65544282,0.62911238,0.63735587,0.6188341,0.6228465,0.61459332,0.59718486,0.61234315,0.62658495,-80.52648,38.29539,38.29539
camels_03213700,0.68248508,0.67012579,0.6832428,0.69082648,0.68635297,0.71523729,0.68450309,0.68797249,0.70825185,0.72152667,0.71850443,0.72703837,0.70114993,0.67765999,0.65710267,0.56314115,0.5227942,0.42394108,0.62553212,0.62397821,0.56440963,0.50234635,-82.28014,37.67316,37.67316
camels_03237280,0.23809212,0.14548955,0.50401167,0.59739349,0.59331174,0.54353516,0.55802833,0.56979729,0.51960466,0.52062542,0.54457043,0.57100295,0.55374655,0.54868289,0.55029878,0.55303211,0.56632159,0.58577456,0.60092386,0.61200214,0.60897734,0.58995607,-83.21574,38.64369,38.64369
camels_03237500,0.54833697,0.53453801,0.5639775,0.54213529,0.5567485,0.49450096,0.33921199,0.36128952,0.30761506,0.39634629,0.4224626,0.39673732,0.55991458,0.54270989,0.53583365,0.52862726,0.51064765,0.53486273,0.51286932,0.51181892,0.49184432,0.50689295,-83.42102,38.80368,38.80368
camels_03238500,0.42319477,0.38013487,0.30925432,0.30223201,0.2703979,0.33435366,0.33330096,0.42004754,0.4435145,0.35293186,0.49426829,0.5096005,0.61610133,0.62421187,0.61346785,0.6486336,0.59436528,0.59049577,0.62505505,0.62752487,0.59521758,0.61594067,-83.92854,38.85813,38.85813
camels_03241500,0.63439639,0.64139201,0.63532505,0.66011006,0.67231837,0.71423139,0.71789051,0.69884599,0.68665008,0.66461554,0.68774517,0.66372811,0.6518309,0.6643802,0.67339722,0.69705144,0.68555119,0.6924612,0.70289297,0.69843541,0.69114474,0.67602217,-83.88271,39.72284,39.72284
camels_03280700,0.58291487,0.59906785,0.58472414,0.64442412,0.65485448,0.60213047,0.62441284,0.5711091,0.52591728,0.57886329,0.58684404,0.60543363,0.59919746,0.57672476,0.58645484,0.57519496,0.58568956,0.57210862,0.59915542,0.60426423,0.59191052,0.58382063,-83.30796,37.16509,37.16509
camels_03281100,-0.01279744,-0.12269085,-0.10804033,0.53442427,0.56781206,0.65220238,0.6481013,0.6359695,0.6175782,0.6515955,0.64017919,0.65805297,0.66359098,0.6421908,0.64882117,0.60175712,0.61260521,0.61235531,0.61115003,0.59162831,0.60102956,0.61520336,-83.7602,37.15203,37.15203
camels_03281500,0.49154301,0.57511803,0.53421277,0.55363373,0.64173878,0.69127248,0.69009492,0.67974777,0.69835255,0.69022944,0.68445173,0.68356279,0.67951173,0.67037398,0.65996804,0.63944475,0.62849654,0.62580732,0.60929415,0.6019544,0.60549789,0.58712269,-83.67519,37.47981,37.47981
camels_03285000,0.44536828,0.44148481,0.39023878,0.37730607,0.37467924,0.379814,0.363002,0.30448498,0.29339545,0.32185331,0.43711279,0.4537463,0.5135656,0.51077865,0.52107085,0.53436082,0.53584422,0.56298068,0.54265127,0.55640706,0.56251512,0.554015,-84.66078,37.64202,37.64202
camels_03291780,0.49857269,0.61595444,0.60721372,0.5333199,0.6501371,0.62805666,0.60669537,0.6178157,0.64512029,0.64948452,0.63106322,0.62403674,0.59247368,0.6152993,0.58517315,0.59510521,0.60940001,0.61594491,0.62263803,0.62594577,0.62680894,0.6225524,-85.25718,38.87811,38.87811
camels_03300400,0.57492059,0.65405131,0.64067427,0.58390971,0.59174304,0.55969762,0.54821037,0.5440576,0.5858687,0.60506375,0.58343497,0.55434006,0.55261134,0.55759594,0.52892166,0.51757274,0.51689071,0.49431018,0.5079684,0.53107385,0.51838988,0.54574719,-85.29607,37.83284,37.83284
camels_03338780,0.435288,0.42935147,0.41486308,0.39904325,0.37324533,0.43593482,0.36349359,0.3788986,0.36659309,0.38217497,0.39494451,0.38424391,0.39226164,0.39081409,0.37567099,0.38778731,0.39967125,0.38683713,0.39090375,0.42247267,0.40199134,0.37407235,-87.6428,40.26531,40.26531
camels_03340800,0.56464589,0.5700627,0.59547015,0.58185285,0.58675249,0.60072937,0.5881406,0.5784049,0.58460487,0.601688,0.58457277,0.59447103,0.59640081,0.60244412,0.58325967,0.57591847,0.5787764,0.59162915,0.58135821,0.56568422,0.57402616,0.56847913,-86.9539,39.81255,39.81255
camels_03346000,-0.9197117,0.11005,0.15057523,-0.03522584,-1.11956129,-0.93168042,-0.49915352,-0.50729084,-0.66898119,-0.70812451,-1.73305301,-1.48286352,-0.06611031,-0.15456152,-0.14142536,-0.05882455,-0.09410674,0.11034677,0.13257444,0.30369945,0.11851192,0.30610599,-87.94559,39.01004,39.01004
camels_03357350,0.48902377,0.38709591,0.37857381,0.53949885,0.51071903,0.53813327,0.56661193,0.55833028,0.55574098,0.53006957,0.57671611,0.56771877,0.54137024,0.52899581,0.56064254,0.55751955,0.57439459,0.58377969,0.58498766,0.56649155,0.5741668,0.57139907,-86.72945,39.76171,39.76171
camels_03364500,0.50326207,0.56573145,0.51060129,0.52294605,0.44584075,0.64242524,0.61071101,0.62041071,0.67450081,0.68433608,0.68128496,0.70002165,0.68375817,0.70150944,0.70947483,0.68877156,0.69260626,0.67378505,0.69295434,0.68437776,0.66674626,0.67569274,-85.70165,39.27477,39.27477
camels_03366500,0.53278756,0.63164494,0.64513089,0.52345381,0.60256479,0.60187473,0.57293484,0.60938533,0.58883864,0.56712604,0.4929837,0.47499259,0.62083415,0.53323603,0.60893435,0.64324656,0.63405273,0.62465561,0.59992395,0.61073313,0.56902315,0.60080701,-85.67386,38.80422,38.80422
camels_03368000,0.69793617,0.66901364,0.67341969,0.6358543,0.65990875,0.640801,0.66736084,0.6852667,0.65174418,0.6333347,0.6524121,0.63447973,0.61531532,0.62191613,0.62883669,0.61285157,0.61600656,0.61655528,0.62134256,0.6287364,0.64079677,0.63794808,-85.48608,39.07033,39.07033
camels_03384450,0.25753728,0.23249291,0.22925557,0.19727591,0.12736965,0.10767865,0.1908593,0.27444922,0.31290422,0.33143651,0.3116321,0.39771325,0.36992238,0.4075765,0.4361086,0.42949635,0.42157402,0.42112913,0.36874067,0.4057092,0.35091511,0.33312629,-88.54727,37.47227,37.47227
camels_03439000,0.45385989,0.47823056,0.47520209,0.63588109,0.60123033,0.54095636,0.55620685,0.54918443,0.55292523,0.57741718,0.62504349,0.60712886,0.60352247,0.63366276,0.6066081,0.636707,0.59897081,0.62995767,0.58303647,0.55812576,0.56167429,0.58149529,-82.82472,35.14333,35.14333
camels_03450000,0.52011384,0.52393556,0.26864609,0.41276801,0.6052144,0.50511955,0.55938255,0.47721669,0.48858937,0.44184023,-0.0134906,0.53254058,0.52820961,0.5324723,0.53491548,0.53224439,0.48810711,0.53160173,0.53211447,0.51334296,0.41863104,0.33443088,-82.40528,35.65306,35.65306
camels_03455500,0.52848779,0.53591595,0.55541122,0.47781306,0.4834682,0.48137734,0.50814961,0.50000344,0.51298532,0.52508679,0.53381631,0.5469256,0.5236567,0.50458854,0.47117744,0.49440503,0.50137691,0.47771871,0.47512281,0.47572631,0.47790659,0.48937055,-82.9375,35.39611,35.39611
camels_03456500,0.64949935,0.64404432,0.66958136,0.65658768,0.67351642,0.67280053,0.63324895,0.62791142,0.56966023,0.54464272,0.5417127,0.5084329,0.5521585,0.57812982,0.57358491,0.59452252,0.61899428,0.5863641,0.56981733,0.56934088,0.59032246,0.59224838,-82.86972,35.46167,35.46167
camels_03460000,0.52934456,0.49484896,0.36176795,0.4672996,0.48574209,0.41337437,0.42634957,0.52950837,0.53217433,0.53895118,0.46403912,0.36557153,0.35119225,0.49918105,0.49996309,0.47612137,0.50087848,0.50258796,0.48229218,0.49406698,0.45724873,0.49166918,-83.07361,35.6675,35.6675
camels_03463300,0.4200664,0.41624613,0.3176921,0.45095972,0.46401198,0.43485347,0.42282376,0.42058709,0.44950187,0.41264817,0.40570243,0.38559295,0.39722156,0.36175838,0.38184853,0.37277829,0.38984999,0.39472458,0.42009299,0.40501931,0.40259461,0.40683706,-82.18429,35.83151,35.83151
camels_03471500,0.67787634,0.4738115,0.70713107,0.72349959,0.72128172,0.66882074,0.66429987,0.63818587,0.61664212,0.67280239,0.65044593,0.56404553,0.69130916,0.67731341,0.65052424,0.65521936,0.65862913,0.62429431,0.605783,0.66723324,0.68835921,0.67909903,-81.63123,36.76039,36.76039
camels_03473000,0.77789863,0.65154665,0.70824531,0.74229532,0.72239638,0.73874785,0.6989211,0.74666391,0.73115305,0.66463521,0.74539043,0.36447169,0.75957576,0.73889691,0.74968907,0.72920677,0.74000042,0.75280502,0.74111569,0.72057857,0.75574704,0.7586305,-81.84401,36.65178,36.65178
camels_03479000,0.40656713,0.24559028,0.25073695,0.16733577,0.22993153,0.14815927,0.29372489,0.31181015,0.26438318,0.35747852,0.29050381,0.27448991,0.34091386,0.34130789,0.33059308,0.35196875,0.36082756,0.36413491,0.38875187,0.39176501,0.39947587,0.39146064,-81.82222,36.23917,36.23917
camels_03488000,0.73154907,0.74226016,0.6503114,0.59573349,0.70261112,0.68267553,0.72218552,0.73417729,0.74775805,0.70693678,0.73459217,0.71861313,0.70895266,0.7263563,0.72582425,0.70947387,0.73042522,0.73468091,0.74032491,0.72334561,0.73020561,0.7417832,-81.74623,36.89678,36.89678
camels_03498500,0.3866695,0.32952912,0.34808035,0.41183039,0.50553149,0.43060475,0.47735124,0.5496356,0.52630301,0.43784838,0.46319829,0.47606655,0.47938233,0.48777296,0.4990292,0.48807021,0.46637247,0.48640343,0.47717725,0.47588132,0.4796951,0.47052961,-83.8846,35.78562,35.78562
camels_03500000,0.82496216,0.76981527,0.80707655,0.77245682,0.72509966,0.79095188,0.82293223,0.74724997,0.783419,0.78790689,0.80509992,0.79468833,0.79857633,0.7674316,0.76121802,0.76339566,0.76137585,0.75345306,0.75071312,0.77635931,0.76133169,0.76069989,-83.37972,35.15,35.15
