gauge_id,KGE
camels_01013500,[0.42252124]
camels_01022500,[0.7095585]
camels_01030500,[0.04003962]
camels_01031500,[0.78058073]
camels_01047000,[0.89955381]
camels_01052500,[0.73338793]
camels_01054200,[0.61836388]
camels_01055000,[0.79056662]
camels_01057000,[0.89135295]
camels_01073000,[0.00199524]
camels_01078000,[0.42855474]
camels_01118300,[0.35506729]
camels_01121000,[0.72572881]
camels_01123000,[0.90204761]
camels_01134500,[0.78684374]
camels_01137500,[0.82392351]
camels_01139000,[0.91722354]
camels_01139800,[0.42378995]
camels_01142500,[0.79677727]
camels_01144000,[0.70447065]
camels_01162500,[0.79575619]
camels_01169000,[0.7693024]
camels_01170100,[0.58480148]
camels_01181000,[0.82038665]
camels_01187300,[0.71428296]
camels_01195100,[0.58090289]
camels_01333000,[0.44193555]
camels_01350000,[0.67702209]
camels_01350080,[0.77623957]
camels_01350140,[0.74359409]
camels_01365000,[0.69538581]
camels_01411300,[0.60313682]
camels_01413500,[0.84630462]
camels_01414500,[0.72587511]
camels_01415000,[0.82472336]
camels_01423000,[0.834364]
camels_01434025,[0.65959345]
camels_01435000,[0.72072609]
camels_01439500,[0.72734427]
camels_01440000,[0.64094812]
camels_01440400,[0.76798499]
camels_01451800,[0.72313906]
camels_01466500,[-0.68370766]
camels_01484100,[0.61397607]
camels_01485500,[0.18459518]
camels_01486000,[0.65502628]
camels_01487000,[0.73660597]
camels_01491000,[0.42605869]
camels_01510000,[0.72952717]
camels_01516500,[0.64989106]
camels_01518862,[0.74112602]
camels_01532000,[0.63825088]
camels_01539000,[0.80503745]
camels_01542810,[0.6818051]
camels_01543000,[0.80894708]
camels_01543500,[0.84416947]
camels_01544500,[0.75676496]
camels_01545600,[0.83590674]
camels_01547700,[0.76016806]
camels_01548500,[0.90319287]
camels_01549500,[0.77132911]
camels_01550000,[0.78376807]
camels_01552000,[0.86365115]
camels_01552500,[0.73281679]
camels_01557500,[0.76614063]
camels_01567500,[0.68292924]
camels_01568000,[0.61384474]
camels_01580000,[0.74552859]
camels_01583500,[0.47362862]
camels_01586610,[0.66411669]
camels_01591400,[0.4510789]
camels_01594950,[0.73405747]
camels_01596500,[0.65673104]
camels_01605500,[0.52598288]
camels_01606500,[0.6426276]
camels_01613050,[0.65025597]
camels_01620500,[0.3009925]
camels_01632000,[0.58079935]
camels_01632900,[0.54697979]
camels_01634500,[0.60751273]
camels_01638480,[0.5344699]
camels_01639500,[0.63190149]
camels_01644000,[0.73509756]
