gauge_id,KGE
camels_01013500,0.33187498
camels_01022500,0.65652059
camels_01030500,0.35864091
camels_01031500,0.75122963
camels_01047000,0.87548422
camels_01052500,0.67926937
camels_01054200,0.67357819
camels_01055000,0.78491668
camels_01057000,0.88362786
camels_01073000,0.3380586
camels_01078000,0.76871857
camels_01118300,0.55160402
camels_01121000,0.65940665
camels_01123000,0.81321179
camels_01134500,0.70802068
camels_01137500,0.83334666
camels_01139000,0.89816113
camels_01139800,0.77668653
camels_01142500,0.80667366
camels_01144000,0.78488168
camels_01162500,0.71909346
camels_01169000,0.78256039
camels_01170100,0.85137186
camels_01181000,0.77323227
camels_01187300,0.66557348
camels_01195100,0.68082526
camels_01333000,0.30515509
camels_01350000,0.69627878
camels_01350080,0.75249649
camels_01350140,0.6988491
camels_01365000,0.68706507
camels_01411300,0.12955005
camels_01413500,0.86841361
camels_01414500,0.75993728
camels_01415000,0.82134413
camels_01423000,0.84722401
camels_01434025,0.70981495
camels_01435000,0.7771212
camels_01439500,0.74738333
camels_01440000,0.53800627
camels_01440400,0.75874328
camels_01451800,0.74568955
camels_01466500,-0.86914324
camels_01484100,0.65576211
camels_01485500,0.310636
camels_01486000,0.65685549
camels_01487000,0.75318056
camels_01491000,0.43563932
camels_01510000,0.75676624
camels_01516500,0.64628373
camels_01518862,0.67920419
camels_01532000,0.67983208
camels_01539000,0.80469462
camels_01542810,0.68675038
camels_01543000,0.7930975
camels_01543500,0.83979859
camels_01544500,0.75521921
camels_01545600,0.84227388
camels_01547700,0.77332322
camels_01548500,0.89617666
camels_01549500,0.65040402
camels_01550000,0.78203901
camels_01552000,0.85979863
camels_01552500,0.72661043
camels_01557500,0.78387935
camels_01567500,0.67611647
camels_01568000,0.60612309
camels_01580000,0.76702822
camels_01583500,0.54132217
camels_01586610,0.62768128
camels_01591400,0.33576475
camels_01594950,0.75621397
camels_01596500,0.62838478
camels_01605500,0.59283251
camels_01606500,0.62704616
camels_01613050,0.65828174
camels_01620500,0.31284023
camels_01632000,0.63627076
camels_01632900,0.77261933
camels_01634500,0.57608237
camels_01638480,0.58020934
camels_01639500,0.53366447
camels_01644000,0.70042126
camels_01658500,0.54355828
camels_01664000,0.52569813
camels_01666500,0.63812941
camels_01667500,0.59877134
camels_01669000,0.5789473
camels_01669520,0.43431794
camels_02011400,0.50715463
camels_02011460,0.15463264
camels_02013000,0.33224687
camels_02014000,0.80503109
camels_02015700,0.62447613
camels_02016000,0.75465354
camels_02017500,0.72162105
camels_02018000,0.67596232
