gauge_id,KGE
camels_01013500,[0.64172565]
camels_01022500,[0.5051148]
camels_01030500,[0.51511726]
camels_01031500,[0.79869931]
camels_01047000,[0.89171432]
camels_01052500,[0.76856334]
camels_01054200,[0.61976669]
camels_01055000,[0.91417584]
camels_01057000,[0.88636425]
camels_01073000,[0.23793953]
camels_01078000,[0.90913696]
camels_01118300,[0.56064111]
camels_01121000,[0.48836807]
camels_01123000,[0.85919288]
camels_01134500,[0.83261622]
camels_01137500,[0.7647158]
camels_01139000,[0.9005629]
camels_01139800,[0.58189706]
camels_01142500,[0.8298641]
camels_01144000,[0.91410952]
camels_01162500,[0.81985319]
camels_01169000,[0.78033529]
camels_01170100,[0.92802073]
camels_01181000,[0.83128116]
camels_01187300,[0.72403335]
camels_01195100,[0.56306918]
camels_01333000,[0.12817039]
camels_01350000,[0.69783199]
camels_01350080,[0.66487831]
camels_01350140,[0.75389883]
camels_01365000,[0.73553649]
camels_01411300,[0.67834862]
camels_01413500,[0.8813038]
camels_01414500,[0.66579299]
camels_01415000,[0.77652044]
camels_01423000,[0.83115989]
camels_01434025,[0.73592916]
camels_01435000,[0.67013438]
camels_01439500,[0.79279991]
camels_01440000,[0.79268103]
camels_01440400,[0.66548896]
camels_01451800,[0.37411784]
camels_01466500,[-0.72953564]
camels_01484100,[0.65170132]
camels_01485500,[0.41207841]
camels_01486000,[0.71606761]
camels_01487000,[0.79044011]
camels_01491000,[0.39250922]
camels_01510000,[0.69980806]
camels_01516500,[0.63623593]
camels_01518862,[0.76773591]
camels_01532000,[0.77543328]
camels_01539000,[0.71132777]
camels_01542810,[0.70315459]
camels_01543000,[0.80272229]
camels_01543500,[0.89609036]
camels_01544500,[0.81897021]
camels_01545600,[0.87518169]
camels_01547700,[0.71078039]
camels_01548500,[0.83376691]
camels_01549500,[0.72679019]
camels_01550000,[0.56703153]
camels_01552000,[0.7937678]
camels_01552500,[0.73847601]
camels_01557500,[0.82244939]
camels_01567500,[0.72798295]
camels_01568000,[0.76303805]
camels_01580000,[0.70662825]
camels_01583500,[0.5319959]
camels_01586610,[0.44985537]
camels_01591400,[0.43291884]
camels_01594950,[0.58636696]
camels_01596500,[0.56234708]
camels_01605500,[0.61066003]
camels_01606500,[0.7257781]
camels_01613050,[0.73145241]
camels_01620500,[0.28515721]
camels_01632000,[0.35100249]
camels_01632900,[0.69640642]
camels_01634500,[0.54871869]
camels_01638480,[0.29623006]
camels_01639500,[0.11075692]
camels_01644000,[0.36720036]
camels_01658500,[0.57205983]
camels_01664000,[0.39832483]
camels_01666500,[0.55361694]
camels_01667500,[0.65052913]
camels_01669000,[0.43792531]
camels_01669520,[0.54314497]
camels_02011400,[-0.21911191]
camels_02011460,[-1.34947377]
camels_02013000,[0.47234747]
camels_02014000,[0.78243056]
camels_02015700,[0.565848]
camels_02016000,[0.62442486]
camels_02017500,[0.5649792]
camels_02018000,[0.57951827]
camels_02027000,[0.83470047]
camels_02027500,[0.32239446]
camels_02028500,[0.77668124]
camels_02038850,[0.7662035]
camels_02046000,[0.30953982]
camels_02051000,[0.56364969]
camels_02051500,[-0.17624108]
camels_02053200,[-0.34948811]
camels_02053800,[0.34509608]
camels_02055100,[0.53020248]
camels_02056900,[0.38887161]
camels_02059500,[0.13814368]
camels_02064000,[0.54474053]
camels_02065500,[0.4298068]
camels_02069700,[0.74266331]
camels_02070000,[-0.46859266]
camels_02074500,[0.70913066]
camels_02077200,[0.39311084]
camels_02081500,[0.53031651]
camels_02082950,[0.62366962]
camels_02092500,[0.3452697]
camels_02096846,[0.43516257]
camels_02102908,[-0.04832501]
camels_02108000,[0.41314251]
camels_02111180,[0.67372433]
camels_02111500,[0.82879395]
camels_02112120,[0.80994013]
camels_02112360,[0.79434794]
camels_02118500,[0.61933095]
camels_02125000,[0.3995945]
camels_02128000,[0.47604593]
camels_02137727,[0.68419309]
camels_02140991,[0.53636592]
camels_02143000,[0.69270637]
camels_02143040,[0.5128826]
camels_02149000,[0.71942493]
camels_02152100,[0.42447523]
camels_02177000,[0.72101484]
camels_02178400,[0.80166496]
camels_02193340,[0.01779439]
camels_02196000,[-1.65299917]
camels_02198100,[0.24918019]
camels_02202600,[0.29018973]
camels_02212600,[0.56566904]
camels_02215100,[0.51659207]
camels_02216180,[-0.194402]
camels_02221525,[-0.16069663]
camels_02231000,[-1.71483235]
camels_02231342,[0.47956024]
camels_02235200,[-0.34749151]
camels_02245500,[0.54382347]
camels_02246000,[0.01154498]
camels_02296500,[0.5357228]
camels_02297155,[0.36490186]
camels_02297310,[0.45748398]
camels_02298123,[0.59873822]
camels_02298608,[0.48933487]
camels_02299950,[0.61104735]
camels_02300700,[0.10597767]
camels_02310947,[-0.33621427]
camels_02312200,[0.53503337]
camels_02314500,[-2.41292571]
camels_02315500,[0.59012625]
camels_02324400,[0.58570818]
camels_02327100,[0.20786355]
camels_02342933,[0.31513406]
camels_02349900,[0.1462632]
camels_02350900,[0.58720892]
camels_02361000,[0.34443531]
camels_02363000,[0.47099554]
camels_02369800,[0.45248786]
camels_02371500,[0.56173562]
camels_02372250,[-0.61582978]
camels_02374500,[0.65342389]
camels_02381600,[0.6044634]
camels_02384540,[0.40402925]
camels_02395120,[0.59314859]
camels_02408540,[0.68636288]
camels_02415000,[0.42620849]
camels_02422500,[0.5610811]
camels_02427250,[0.44295155]
camels_02430085,[0.70276433]
camels_02430615,[0.42293751]
camels_02450250,[0.37403027]
camels_02464000,[0.4601406]
camels_02464146,[0.2691567]
camels_02464360,[0.54778504]
camels_02465493,[0.50559306]
camels_02469800,[0.52649036]
camels_02472000,[-2.65624983]
camels_02472500,[0.41357844]
camels_02479155,[0.39300938]
camels_02479300,[0.61768586]
camels_02479560,[-0.18100008]
camels_02481000,[0.24068995]
camels_02481510,[0.49474719]
camels_03010655,[0.78218946]
camels_03011800,[0.83430052]
camels_03015500,[0.81161872]
camels_03021350,[0.64836369]
camels_03026500,[0.71524122]
camels_03028000,[0.77377991]
camels_03049000,[-3.51835891]
camels_03049800,[-0.55525007]
camels_03050000,[0.4722825]
camels_03066000,[0.41431451]
camels_03069500,[0.4246067]
camels_03070500,[0.46425821]
camels_03076600,[0.72277125]
camels_03078000,[0.71999517]
camels_03140000,[0.47959744]
camels_03144000,[0.62226535]
camels_03159540,[0.56592271]
camels_03161000,[0.68224308]
camels_03164000,[-0.5516682]
camels_03165000,[0.69479063]
camels_03170000,[0.74361078]
camels_03173000,[0.47294062]
camels_03180500,[0.63581153]
camels_03182500,[-2.04279886]
camels_03186500,[0.30971477]
camels_03187500,[0.52588974]
camels_03213700,[0.67012579]
camels_03237280,[0.14548955]
camels_03237500,[0.53453801]
camels_03238500,[0.38013487]
camels_03241500,[0.64139201]
camels_03280700,[0.59906785]
camels_03281100,[-0.12269085]
camels_03281500,[0.57511803]
camels_03285000,[0.44148481]
camels_03291780,[0.61595444]
camels_03300400,[0.65405131]
camels_03338780,[0.42935147]
camels_03340800,[0.5700627]
camels_03346000,[0.11005]
camels_03357350,[0.38709591]
camels_03364500,[0.56573145]
camels_03366500,[0.63164494]
camels_03368000,[0.66901364]
camels_03384450,[0.23249291]
camels_03439000,[0.47823056]
camels_03450000,[0.52393556]
camels_03455500,[0.53591595]
camels_03456500,[0.64404432]
camels_03460000,[0.49484896]
camels_03463300,[0.41624613]
camels_03471500,[0.4738115]
camels_03473000,[0.65154665]
camels_03479000,[0.24559028]
camels_03488000,[0.74226016]
camels_03498500,[0.32952912]
camels_03500000,[0.76981527]
camels_03500240,[0.58390642]
camels_03504000,[0.6473876]
camels_03574500,[0.34554869]
camels_03592718,[0.68261954]
camels_03604000,[0.12701322]
camels_04015330,[0.45722168]
camels_04024430,[0.70866519]
camels_04027000,[0.26770301]
camels_04040500,[-1.34849045]
camels_04043050,[0.23436019]
camels_04045500,[-4.08888098]
camels_04056500,[0.68042081]
camels_04057510,[0.86902133]
camels_04057800,[-2.83448676]
camels_04059500,[0.69854252]
camels_04063700,[0.61049807]
camels_04074950,[0.81593355]
camels_04105700,[-0.25982691]
camels_04115265,[-0.41632882]
camels_04122200,[0.78128506]
camels_04122500,[0.77339855]
camels_04124000,[0.70314844]
camels_04127918,[0.38266024]
camels_04127997,[0.50346912]
camels_04161580,[-0.09853847]
camels_04185000,[0.60469424]
camels_04196800,[0.55587228]
camels_04197100,[0.53301926]
camels_04197170,[0.50698744]
camels_04213000,[0.39452805]
camels_04213075,[0.55663139]
camels_04216418,[0.72691251]
camels_04221000,[0.85782118]
camels_04224775,[0.73209762]
camels_04233000,[0.79357978]
camels_04256000,[0.77588588]
camels_04296000,[0.67704251]
camels_05056000,[0.52066986]
camels_05057000,[0.53795662]
camels_05057200,[-0.09666929]
camels_05062500,[0.33958714]
camels_05087500,[-1.90508168]
camels_05120500,[-1.2684858]
camels_05123400,[-0.21956957]
camels_05129115,[-3.02550183]
camels_05131500,[-1.03968251]
camels_05291000,[-1.28810021]
camels_05362000,[0.51844609]
camels_05393500,[0.70332805]
camels_05399500,[0.24869511]
camels_05408000,[-0.32076795]
camels_05412500,[0.51427533]
camels_05413500,[0.59371974]
camels_05414000,[0.58530286]
camels_05444000,[0.60401776]
camels_05454000,[0.31704323]
camels_05458000,[0.3609177]
camels_05466500,[0.46782401]
camels_05487980,[0.75306533]
camels_05488200,[0.41836379]
camels_05489000,[0.69016352]
camels_05495000,[0.51061594]
camels_05495500,[0.56224387]
camels_05501000,[-0.46265983]
camels_05503800,[-3.60527943]
camels_05507600,[0.20964169]
camels_05508805,[-0.357001]
camels_05514500,[-1.27913653]
camels_05525500,[0.62190506]
camels_05556500,[0.64169488]
camels_05584500,[0.51839942]
camels_05585000,[0.5263807]
camels_05591550,[0.47503602]
camels_05592050,[0.44899913]
camels_05592575,[-0.36133241]
camels_05593575,[0.46104974]
camels_05593900,[0.45558065]
camels_05595730,[0.31426729]
camels_06037500,[-3.29851362]
camels_06043500,[0.10482589]
camels_06154410,[-0.18581187]
camels_06188000,[0.71547382]
camels_06191500,[0.77748229]
camels_06221400,[0.36762367]
camels_06224000,[0.77562436]
camels_06278300,[0.38413294]
camels_06280300,[0.81552495]
camels_06289000,[0.45004399]
camels_06291500,[0.44772253]
camels_06311000,[0.56972407]
camels_06332515,[-2.30749683]
camels_06339100,[0.18144803]
camels_06339500,[0.42266936]
camels_06344600,[-0.16743619]
camels_06350000,[0.24737191]
camels_06352000,[0.33780135]
camels_06353000,[0.10068197]
camels_06354000,[0.45034703]
camels_06360500,[0.35821816]
camels_06404000,[0.48815948]
camels_06406000,[0.64575104]
camels_06408700,[-4.22523998]
camels_06409000,[-4.40245914]
camels_06431500,[0.17469525]
camels_06440200,[-0.92478043]
camels_06441500,[-6.38355007]
camels_06447000,[0.05310927]
camels_06447500,[0.04780963]
camels_06450500,[0.30652935]
camels_06452000,[0.63321842]
camels_06453600,[-4.99436615]
camels_06464500,[0.26394326]
camels_06468170,[0.51763532]
camels_06468250,[0.17014957]
camels_06470800,[0.04851235]
camels_06477500,[0.22808773]
camels_06479215,[0.6819834]
camels_06479438,[-1.02648297]
camels_06601000,[-0.55627526]
camels_06614800,[0.17544064]
camels_06622700,[0.59800572]
camels_06623800,[0.86608555]
camels_06632400,[-0.08909298]
camels_06746095,[0.01330645]
camels_06784000,[0.33779485]
camels_06803510,[0.49199639]
camels_06803530,[0.61806705]
camels_06814000,[0.65357019]
camels_06847900,[-4.60763435]
camels_06853800,[-0.83891263]
camels_06876700,[0.40897217]
camels_06878000,[0.36923112]
camels_06879650,[0.31026552]
camels_06885500,[0.67073835]
camels_06888500,[0.62024577]
camels_06889200,[0.66895812]
camels_06889500,[0.77921565]
camels_06892000,[0.44360837]
camels_06903400,[0.61322806]
camels_06906800,[-0.8534507]
camels_06910800,[0.55996123]
camels_06911900,[0.66391176]
camels_06917000,[0.42161536]
camels_06918460,[0.77688836]
camels_06919500,[0.55356291]
camels_06921070,[0.72645387]
camels_06921200,[0.61946812]
camels_06934000,[0.43986038]
camels_07014500,[0.62811193]
camels_07056000,[0.39470009]
camels_07057500,[0.79373998]
camels_07060710,[0.43064435]
camels_07066000,[0.67191979]
camels_07067000,[0.84565088]
camels_07068000,[0.7368965]
camels_07071500,[0.63252045]
camels_07083000,[-0.62143876]
camels_07142300,[-2.20958602]
camels_07145700,[0.1790691]
camels_07148400,[0.51859337]
camels_07149000,[0.47843645]
camels_07151500,[-0.19971528]
camels_07167500,[0.33304956]
camels_07180500,[0.48635497]
camels_07184000,[0.33635286]
camels_07195800,[0.4679602]
camels_07196900,[0.56948107]
camels_07197000,[0.59298015]
camels_07208500,[-4.1685098]
camels_07226500,[-3.15290405]
camels_07261000,[0.40744837]
camels_07263295,[0.69025144]
camels_07290650,[-0.00058767]
camels_07291000,[-0.25557359]
camels_07292500,[0.58983255]
camels_07295000,[-0.31443349]
camels_07299670,[-0.13206539]
camels_07301410,[0.32100085]
camels_07301500,[0.21221052]
camels_07315200,[0.56222665]
camels_07315700,[0.33038225]
camels_07335700,[0.44719291]
camels_07340300,[0.63070725]
camels_07346045,[0.45074811]
camels_07359610,[0.65371304]
camels_07362100,[-0.16018675]
camels_07362587,[0.40651555]
camels_07373000,[0.52758782]
camels_07375000,[0.52872303]
camels_07376000,[0.59589505]
camels_08013000,[0.43896041]
camels_08014500,[0.75494798]
camels_08023080,[0.51487709]
camels_08025500,[0.46118792]
