gauge_id,KGE
camels_01013500,[0.74460408]
camels_01022500,[0.58159586]
camels_01030500,[-0.87914285]
camels_01031500,[0.83266221]
camels_01047000,[0.94270001]
camels_01052500,[0.78431644]
camels_01054200,[0.69143093]
camels_01055000,[0.9150883]
camels_01057000,[0.8632649]
camels_01073000,[-1.22265825]
camels_01078000,[0.54476606]
camels_01118300,[0.65719589]
camels_01121000,[0.81980197]
camels_01123000,[0.88864735]
camels_01134500,[0.67657268]
camels_01137500,[0.78927802]
camels_01139000,[0.74971054]
camels_01139800,[0.8589534]
camels_01142500,[0.81320561]
camels_01144000,[0.80399859]
camels_01162500,[0.84213742]
camels_01169000,[0.81125312]
camels_01170100,[0.8948765]
camels_01181000,[0.84518826]
camels_01187300,[0.72287955]
camels_01195100,[0.58152583]
camels_01333000,[-1.67259234]
camels_01350000,[0.75021796]
camels_01350080,[0.7650977]
camels_01350140,[0.79257932]
camels_01365000,[0.76184298]
camels_01411300,[0.6881758]
camels_01413500,[0.84574711]
camels_01414500,[0.76258395]
camels_01415000,[0.79490086]
camels_01423000,[0.76152959]
camels_01434025,[0.72106814]
camels_01435000,[0.8006599]
camels_01439500,[0.8729353]
camels_01440000,[0.86616908]
camels_01440400,[0.75526549]
camels_01451800,[0.75625253]
camels_01466500,[0.13280923]
camels_01484100,[0.57890751]
camels_01485500,[0.54451235]
camels_01486000,[0.73584695]
camels_01487000,[0.75357368]
camels_01491000,[0.41933164]
camels_01510000,[0.75833416]
camels_01516500,[0.66247219]
camels_01518862,[0.75079616]
camels_01532000,[0.81096917]
camels_01539000,[0.77577645]
camels_01542810,[0.6955745]
camels_01543000,[0.83601349]
camels_01543500,[0.90441358]
camels_01544500,[0.8129764]
camels_01545600,[0.83637812]
camels_01547700,[0.76267086]
camels_01548500,[0.9229058]
camels_01549500,[0.76608789]
camels_01550000,[0.7965828]
camels_01552000,[0.88012312]
camels_01552500,[0.7519473]
camels_01557500,[0.78664663]
camels_01567500,[0.75395508]
camels_01568000,[0.64422423]
camels_01580000,[0.6443919]
camels_01583500,[0.63628924]
camels_01586610,[0.39504082]
camels_01591400,[0.25504386]
camels_01594950,[0.64155181]
camels_01596500,[0.69844064]
camels_01605500,[0.64536413]
camels_01606500,[0.76945164]
camels_01613050,[0.63023478]
camels_01620500,[0.173887]
camels_01632000,[0.67725683]
camels_01632900,[0.80793312]
camels_01634500,[0.52172165]
camels_01638480,[0.50851938]
camels_01639500,[0.36287524]
camels_01644000,[0.69168449]
camels_01658500,[-0.10520414]
camels_01664000,[0.61750949]
camels_01666500,[0.62523463]
camels_01667500,[0.68042065]
