gauge_id,KGE
camels_01013500,[0.21254373]
camels_01022500,[0.75881475]
camels_01030500,[-0.26934059]
camels_01031500,[0.73595385]
camels_01047000,[0.90145563]
camels_01052500,[0.73414816]
camels_01054200,[0.67867277]
camels_01055000,[0.8409948]
camels_01057000,[0.87873613]
camels_01073000,[-0.94708512]
camels_01078000,[0.86591588]
camels_01118300,[0.45930139]
camels_01121000,[0.78264065]
camels_01123000,[0.87737491]
camels_01134500,[0.75540104]
camels_01137500,[0.80880659]
camels_01139000,[0.83363333]
camels_01139800,[0.78469756]
camels_01142500,[0.85927919]
camels_01144000,[0.8508174]
camels_01162500,[0.8341253]
camels_01169000,[0.78241339]
camels_01170100,[0.8555182]
camels_01181000,[0.80066372]
camels_01187300,[0.70095242]
camels_01195100,[0.67889682]
camels_01333000,[0.49559512]
camels_01350000,[0.73959512]
camels_01350080,[0.71878233]
camels_01350140,[0.52244059]
camels_01365000,[0.73940658]
camels_01411300,[0.67150855]
camels_01413500,[0.8890194]
camels_01414500,[0.78161837]
camels_01415000,[0.84933636]
camels_01423000,[0.87166904]
camels_01434025,[0.69221724]
camels_01435000,[0.78070248]
camels_01439500,[0.72228325]
camels_01440000,[0.73202284]
camels_01440400,[0.76053058]
camels_01451800,[0.42815594]
camels_01466500,[0.18477984]
camels_01484100,[0.6564122]
camels_01485500,[0.52864996]
camels_01486000,[0.57950678]
camels_01487000,[0.7926014]
camels_01491000,[0.45663556]
camels_01510000,[0.64453568]
camels_01516500,[0.71523069]
camels_01518862,[0.76866842]
camels_01532000,[0.80532072]
camels_01539000,[0.78625651]
camels_01542810,[0.70430179]
camels_01543000,[0.85154309]
camels_01543500,[0.89782109]
camels_01544500,[0.82229419]
camels_01545600,[0.86157539]
camels_01547700,[0.75546913]
camels_01548500,[0.87303022]
camels_01549500,[0.75506374]
camels_01550000,[0.83210823]
camels_01552000,[0.86703868]
camels_01552500,[0.76306711]
camels_01557500,[0.82832465]
camels_01567500,[0.76635454]
camels_01568000,[0.79975618]
camels_01580000,[0.74818885]
camels_01583500,[0.59160745]
camels_01586610,[0.61996634]
camels_01591400,[0.57822743]
camels_01594950,[0.78582415]
camels_01596500,[0.64067179]
camels_01605500,[0.79454901]
camels_01606500,[0.44008307]
camels_01613050,[0.65713696]
camels_01620500,[0.25119543]
camels_01632000,[0.59341601]
camels_01632900,[0.76225874]
camels_01634500,[0.60116385]
camels_01638480,[0.5770035]
camels_01639500,[0.58376683]
camels_01644000,[0.75686499]
camels_01658500,[0.46882782]
camels_01664000,[0.6202521]
camels_01666500,[0.70931397]
camels_01667500,[0.58315439]
camels_01669000,[0.59958413]
camels_01669520,[0.43373055]
