gauge_id,KGE
camels_01013500,0.42429978
camels_01022500,0.68447574
camels_01030500,0.13384351
camels_01031500,0.76397484
camels_01047000,0.88116078
camels_01052500,0.7435379
camels_01054200,0.6589002
camels_01055000,0.68328924
camels_01057000,0.84678612
camels_01073000,-0.24185574
camels_01078000,0.76488054
camels_01118300,0.51603548
camels_01121000,0.77798752
camels_01123000,0.82609348
camels_01134500,0.73666131
camels_01137500,0.82018349
camels_01139000,0.90513222
camels_01139800,0.76669284
camels_01142500,0.81854706
camels_01144000,0.79648404
camels_01162500,0.70284736
camels_01169000,0.77297479
camels_01170100,0.66194545
camels_01181000,0.81156522
camels_01187300,0.67662811
camels_01195100,0.62198038
camels_01333000,0.35512917
camels_01350000,0.6748759
camels_01350080,0.70404651
camels_01350140,0.75266532
camels_01365000,0.72754858
camels_01411300,0.70575106
camels_01413500,0.86115063
camels_01414500,0.76068505
camels_01415000,0.84548849
camels_01423000,0.82691444
camels_01434025,0.70160443
camels_01435000,0.74090443
camels_01439500,0.71532417
camels_01440000,0.64949638
camels_01440400,0.7547427
camels_01451800,0.69213953
camels_01466500,-0.38496945
camels_01484100,0.62235071
camels_01485500,0.48309936
camels_01486000,0.59250529
camels_01487000,0.75553095
camels_01491000,0.44524152
camels_01510000,0.68583156
camels_01516500,0.65938086
camels_01518862,0.72616915
camels_01532000,0.67616901
camels_01539000,0.73454155
camels_01542810,0.6755156
camels_01543000,0.79630453
camels_01543500,0.8545435
camels_01544500,0.71720852
camels_01545600,0.74416508
camels_01547700,0.76830175
camels_01548500,0.84631077
camels_01549500,0.73611407
camels_01550000,0.74142771
camels_01552000,0.81541379
camels_01552500,0.73045527
camels_01557500,0.68688832
camels_01567500,0.68047079
camels_01568000,0.59626971
camels_01580000,0.78355088
camels_01583500,0.56325094
camels_01586610,0.65025136
camels_01591400,0.46246604
camels_01594950,0.75591858
camels_01596500,0.65627852
camels_01605500,0.53862565
camels_01606500,0.74386797
camels_01613050,0.64684475
camels_01620500,0.31682997
camels_01632000,0.58117564
camels_01632900,0.72934196
camels_01634500,0.55310497
camels_01638480,0.58080375
camels_01639500,0.51829133
camels_01644000,0.71969741
camels_01658500,0.54947
camels_01664000,0.53852584
camels_01666500,0.67991742
camels_01667500,0.71179149
camels_01669000,0.32928821
camels_01669520,0.40895038
camels_02011400,0.42919579
camels_02011460,0.23589814
camels_02013000,0.38150984
camels_02014000,0.79597854
camels_02015700,0.63982888
camels_02016000,0.73597319
camels_02017500,0.67500678
camels_02018000,0.71383404
camels_02027000,0.71887915
camels_02027500,0.52280194
camels_02028500,0.58975651
camels_02038850,0.69722611
camels_02046000,0.60804272
camels_02051000,0.61355533
camels_02051500,0.7267158
camels_02053200,-0.09359463
camels_02053800,0.59016638
camels_02055100,0.57768324
camels_02056900,0.72585132
camels_02059500,0.68418143
camels_02064000,0.75409415
camels_02065500,0.83604011
camels_02069700,0.68374811
camels_02070000,0.78859392
camels_02074500,0.72898971
camels_02077200,0.45970194
camels_02081500,0.64959676
camels_02082950,0.60851268
camels_02092500,0.23446903
camels_02096846,0.47847958
camels_02102908,0.37395362
camels_02108000,-0.39129413
camels_02111180,0.62310833
camels_02111500,0.76074822
camels_02112120,0.74197869
camels_02112360,0.78407768
camels_02118500,0.67379803
camels_02125000,0.46672449
camels_02128000,0.52359617
camels_02137727,0.71361036
camels_02140991,0.56648175
camels_02143000,0.63096646
camels_02143040,0.48780347
camels_02149000,0.73902704
camels_02152100,0.71499986
camels_02177000,0.77302162
camels_02178400,0.82877872
camels_02193340,0.46094366
camels_02196000,-0.49119229
camels_02198100,0.33247402
camels_02202600,0.28094616
camels_02212600,0.23431483
camels_02215100,0.55977595
camels_02216180,0.47857772
camels_02221525,0.73754695
camels_02231000,-0.35934226
camels_02231342,0.58074278
camels_02235200,-0.07115802
camels_02245500,0.2795801
camels_02246000,0.18976475
camels_02296500,0.55151979
camels_02297155,0.1711148
camels_02297310,0.5546117
camels_02298123,0.57861413
camels_02298608,0.57239369
camels_02299950,0.52668555
camels_02300700,0.11084106
camels_02310947,-0.12556541
camels_02312200,0.44639492
camels_02314500,0.34931993
camels_02315500,0.55662707
camels_02324400,0.47458783
camels_02327100,0.08778563
camels_02342933,0.47495083
camels_02349900,0.56340964
camels_02350900,0.65989857
camels_02361000,0.4812812
camels_02363000,0.42024295
camels_02369800,0.42157321
camels_02371500,0.54372504
camels_02372250,0.33388127
camels_02374500,0.76009536
camels_02381600,0.35939199
camels_02384540,0.4052965
camels_02395120,0.38986254
camels_02408540,0.57836905
camels_02415000,0.34178254
camels_02422500,0.56613198
camels_02427250,0.50746521
camels_02430085,0.74450509
camels_02430615,0.77108354
camels_02450250,0.50884235
camels_02464000,0.56035592
camels_02464146,0.68225483
